Idiom,Meaning,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
Bites the hand that feeds him,Cría cuervos y te sacarán los ojos,0.022494347766041756,0.5295087695121765,0.013566344045102596,0.37728530168533325,0.051912859082221985,0.005232399795204401,0.004627551883459091,0.002724235877394676,0.003132132114842534,0.9209044575691223,0.06609220802783966,0.0025194846093654633
Black as coal,Prieto color teléfono,0.03147280961275101,0.7520018219947815,0.006219195201992989,0.09484963119029999,0.1075432226061821,0.007913392968475819,0.008765585720539093,0.01725788600742817,0.0032281726598739624,0.9588223099708557,0.009862422943115234,0.0020636359695345163
Born with a silver spoon in one’s mouth,Nacer en cuna de oro,0.027535859495401382,0.7427303194999695,0.014036588370800018,0.16462863981723785,0.044382404536008835,0.006686131935566664,0.03664066642522812,0.2915148138999939,0.006688649300485849,0.6022033095359802,0.05349147692322731,0.00946110300719738
Brains over brawn,A cada guaraguao le llega su pitirre,0.038357097655534744,0.5571934580802917,0.014913530088961124,0.3307535648345947,0.05269332975149155,0.006088960915803909,0.02429659478366375,0.1396230012178421,0.0028544985689222813,0.8103538751602173,0.020412471145391464,0.002459668554365635
Brains over brawn,Más vale maña que fuerza,0.04089905321598053,0.3044375479221344,0.016554759815335274,0.5749874711036682,0.05838155001401901,0.00473963376134634,0.02429659478366375,0.1396230012178421,0.0028544985689222813,0.8103538751602173,0.020412471145391464,0.002459668554365635
Business before pleasure,El deber antes que el placer,0.023602338507771492,0.4903244078159332,0.010690961964428425,0.4424063265323639,0.026725096628069878,0.006250857375562191,0.03357455134391785,0.5598859786987305,0.008031546138226986,0.366310179233551,0.025982532650232315,0.006215252447873354
Business is business,"Compay, compay, pero la gallina vale dos reales",0.011022930033504963,0.8047975897789001,0.008753141388297081,0.16192100942134857,0.01160829234868288,0.0018971198005601764,0.024928376078605652,0.6258735656738281,0.005516726523637772,0.31492510437965393,0.02311267890036106,0.0056435782462358475
Butt-ugly,Más feo que una patada en la cara,0.02834988944232464,0.5388117432594299,0.02990056201815605,0.359111487865448,0.038240689784288406,0.00558561971411109,0.23314006626605988,0.0024399685207754374,0.001081662136130035,0.7590870261192322,0.0031730271875858307,0.0010782259050756693
Call a spade a spade,"Al pan, pan y al vino, vino",0.0033225296065211296,0.9683660864830017,0.007431407924741507,0.018078496679663658,0.0018287370912730694,0.0009725987911224365,0.007075371686369181,0.01879815198481083,0.0029067660216242075,0.946972668170929,0.022625474259257317,0.0016214833594858646
Caught red-handed,Pillar con las manos en la masa,0.024506503716111183,0.6537866592407227,0.011199952103197575,0.24908596277236938,0.05605088174343109,0.0053700353018939495,0.003511717077344656,0.0034883765038102865,0.0011562309227883816,0.5426011085510254,0.44566190242767334,0.003580670105293393
Caught with a hand in the cookie jar,Pillar con las manos en la masa,0.024506503716111183,0.6537866592407227,0.011199952103197575,0.24908596277236938,0.05605088174343109,0.0053700353018939495,0.0024139201268553734,0.0058698528446257114,0.0011370207648724318,0.2705599069595337,0.7108709812164307,0.009148364886641502
Charity begins at home,La caridad empieza por casa,0.016965579241514206,0.6654961109161377,0.012722853571176529,0.26277628540992737,0.0373808853328228,0.004658253863453865,0.010599895380437374,0.9628083109855652,0.010802141390740871,0.012768378481268883,0.0023214779794216156,0.0006998899043537676
Children and fools tell the truth,Los niños y los borrachos siempre dicen la verdad,0.04489782452583313,0.4706970751285553,0.008485877886414528,0.4381808340549469,0.03436702862381935,0.0033714466262608767,0.03026830591261387,0.3108253479003906,0.0063468352891504765,0.6252758502960205,0.023288680240511894,0.0039949603378772736
Clothes don’t make the man,El hábito no hace al monje pero lo distingue,0.02540779300034046,0.7403022050857544,0.008531875908374786,0.1966729611158371,0.024870390072464943,0.004214785061776638,0.0746602937579155,0.021167542785406113,0.0024572720285505056,0.8858138918876648,0.014154745265841484,0.001746258931234479
Clueless,Estar más perdido que un juey bizco,0.02780366875231266,0.5998058319091797,0.021808529272675514,0.31168511509895325,0.03254064917564392,0.00635614525526762,0.005571010056883097,0.020227160304784775,0.0009561440092511475,0.14053235948085785,0.8264710307121277,0.006242321338504553
Clueless,Lo coge todo por el rabo,0.03953193128108978,0.5919162034988403,0.01802973821759224,0.29607540369033813,0.04779059439897537,0.006656129844486713,0.005571010056883097,0.020227160304784775,0.0009561440092511475,0.14053235948085785,0.8264710307121277,0.006242321338504553
Curiosity killed the cat,La curiosidad mató al gato,0.024035781621932983,0.6586976051330566,0.008462095633149147,0.2537495195865631,0.04967634752392769,0.0053787073120474815,0.00655491603538394,0.008560803718864918,0.0015228125266730785,0.6347002387046814,0.3376302123069763,0.011030998080968857
Cut to the chase,"Al pan, pan y al vino, vino",0.0033225296065211296,0.9683660864830017,0.007431407924741507,0.018078496679663658,0.0018287370912730694,0.0009725987911224365,0.01623021438717842,0.06371436268091202,0.004873715341091156,0.7981696128845215,0.1119718924164772,0.005040105432271957
Different strokes for different folks,Cada cual a lo suyo,0.030308879911899567,0.5736222267150879,0.014161732979118824,0.3400184214115143,0.03717680647969246,0.004711948335170746,0.05657486245036125,0.10091045498847961,0.003854398149996996,0.8046693801879883,0.02947242744266987,0.004518535919487476
Different strokes for different folks,Cada loco con su tema,0.023108789697289467,0.40134137868881226,0.007421944756060839,0.4575650990009308,0.10520376265048981,0.00535902613773942,0.05657486245036125,0.10091045498847961,0.003854398149996996,0.8046693801879883,0.02947242744266987,0.004518535919487476
Different strokes for different folks,"Para los gustos, los colores",0.004704316146671772,0.9608984589576721,0.006768351420760155,0.019852567464113235,0.006717120762914419,0.0010591939790174365,0.05657486245036125,0.10091045498847961,0.003854398149996996,0.8046693801879883,0.02947242744266987,0.004518535919487476
Different strokes for different folks,Sobre los gustos no hay nada escrito,0.032532207667827606,0.5829867720603943,0.017239434644579887,0.3382019102573395,0.025170980021357536,0.0038685989566147327,0.05657486245036125,0.10091045498847961,0.003854398149996996,0.8046693801879883,0.02947242744266987,0.004518535919487476
Different strokes for different folks,Zapatero a sus zapatos,0.03490046039223671,0.4775628447532654,0.011968533508479595,0.3695420026779175,0.09670040756464005,0.009325757622718811,0.05657486245036125,0.10091045498847961,0.003854398149996996,0.8046693801879883,0.02947242744266987,0.004518535919487476
Do not put words in his mouth,No hables por boca ajena,0.03257051855325699,0.29400840401649475,0.019343361258506775,0.6190390586853027,0.031581196933984756,0.0034575213212519884,0.007260976359248161,0.0031390292569994926,0.0006031414959579706,0.982734739780426,0.005933635402470827,0.00032851204741746187
Do unto others as you would have them do unto you,No hagas hoy lo que no quieres que te hagan a ti mañana,0.017255930230021477,0.1042758971452713,0.015668146312236786,0.8322343230247498,0.027501195669174194,0.003064469899982214,0.027533549815416336,0.5494224429130554,0.014753456227481365,0.3792397975921631,0.024278663098812103,0.00477204704657197
Does a bear shit in the woods?,¿A quién le amarga un dulce?,0.020805254578590393,0.2506403923034668,0.008087736554443836,0.6524114608764648,0.06135838106274605,0.006696802563965321,0.0024178961757570505,0.0019027197267860174,0.0005562633159570396,0.9353242516517639,0.05881795659661293,0.0009809327311813831
Does not practice what he preaches,Predicar la moral en calzoncillos,0.022579191252589226,0.7888777256011963,0.008958793245255947,0.15325741469860077,0.02372119575738907,0.0026055716443806887,0.024362197145819664,0.04422065243124962,0.0021415348164737225,0.9125955104827881,0.015552125871181488,0.0011279871687293053
"Don’t wish too hard, you might just get it",Está buscando lo que no se le ha perdido,0.03927701339125633,0.4721713364124298,0.017563048750162125,0.4155920147895813,0.04981112480163574,0.005585464648902416,0.012455761432647705,0.9623827338218689,0.0030716450419276953,0.0188588947057724,0.0027141361497342587,0.000516773434355855
Don’t add fuel to the fire,No eches más leña al fuego,0.04878654703497887,0.675236701965332,0.016845006495714188,0.21553608775138855,0.039401665329933167,0.004193970933556557,0.02047228254377842,0.02528824657201767,0.0020243541803210974,0.9369169473648071,0.014429391361773014,0.0008688113302923739
Don’t count your chickens before they’re hatched,No cantes victoria antes de tiempo,0.03423580527305603,0.3224659860134125,0.011352796107530594,0.5333211421966553,0.09391431510448456,0.004709977190941572,0.039336517453193665,0.24827736616134644,0.00870272796601057,0.6600965857505798,0.039601441472768784,0.00398540822789073
Don’t cross the bridge until you come to it,No cruces el puente antes de llegar a él,0.04215068742632866,0.48991677165031433,0.01339777559041977,0.3953413963317871,0.05212103947997093,0.00707224803045392,0.042340993881225586,0.06340417265892029,0.0031495632138103247,0.6031314730644226,0.28543686866760254,0.002536943182349205
Don’t kill the goose that lays the golden egg,No mates la gallina de los huevos de oro,0.024658149108290672,0.4292720556259155,0.011135930195450783,0.5068781971931458,0.025191301479935646,0.002864337060600519,0.001977941021323204,0.9839347004890442,0.006356062367558479,0.0060493736527860165,0.0010418449528515339,0.0006401619175449014
Don’t leave for tomorrow what you can do today,No dejes para mañana lo que puedas hacer hoy,0.034784577786922455,0.5940795540809631,0.01824536733329296,0.30855676531791687,0.03936486691236496,0.004968906287103891,0.18362967669963837,0.5108795166015625,0.008516432717442513,0.269064724445343,0.024812838062644005,0.003096845932304859
Don’t look a gift horse in the mouth,A caballo regalado no se le mira el colmillo,0.020016873255372047,0.7838888764381409,0.010716339573264122,0.15197497606277466,0.028960756957530975,0.00444218423217535,0.005642780568450689,0.9692155122756958,0.0070595890283584595,0.015690460801124573,0.0015607759123668075,0.0008306976524181664
Don’t stick your nose where it does not belong,Agua que no has de beber déjala correr,0.01663951575756073,0.6531354188919067,0.009634004905819893,0.3001694977283478,0.017597898840904236,0.0028237709775567055,0.7310131788253784,0.01546391285955906,0.0017137329559773207,0.2412199229001999,0.009624587371945381,0.0009646880207583308
Dressed to the nines,Estar más combinado que un cuadro del hipodromo,0.02547825314104557,0.5016118884086609,0.017445161938667297,0.40249747037887573,0.04685822129249573,0.006108956877142191,0.015284194611012936,0.15412040054798126,0.0034004056360572577,0.7869231700897217,0.03785039484500885,0.0024213625583797693
Dressed to the nines,Genio y figura hasta la sepultura,0.014401564374566078,0.6289797425270081,0.006287872325628996,0.30031129717826843,0.04431965947151184,0.005699896719306707,0.015284194611012936,0.15412040054798126,0.0034004056360572577,0.7869231700897217,0.03785039484500885,0.0024213625583797693
Dressed to the nines,Vestirse de ‘Clubman’,0.07899397611618042,0.33807820081710815,0.045237839221954346,0.3709125816822052,0.13917656242847443,0.02760080248117447,0.015284194611012936,0.15412040054798126,0.0034004056360572577,0.7869231700897217,0.03785039484500885,0.0024213625583797693
Drunk as a skunk,Más ahumado que un trapo de una plancha,0.028891785070300102,0.32256436347961426,0.016351846978068352,0.5764880776405334,0.05014542490243912,0.005558473523706198,0.0022630286403000355,0.0033819132950156927,0.0004374438722152263,0.9810013175010681,0.012046216055750847,0.0008700331673026085
Drunk out of his mind,Más ahumado que un trapo de una plancha,0.028891785070300102,0.32256436347961426,0.016351846978068352,0.5764880776405334,0.05014542490243912,0.005558473523706198,0.005948521662503481,0.0011572041548788548,0.00028471791301853955,0.9904729723930359,0.0017092297784984112,0.0004272495862096548
"Eat to live, not live to eat","Se come para vivir, no se vive para comer",0.023584570735692978,0.6609430909156799,0.010766728781163692,0.2799273431301117,0.022628692910075188,0.002149570267647505,0.06473726779222488,0.10713102668523788,0.005895229522138834,0.7777857184410095,0.04198211431503296,0.002468670252710581
Enough is enough,"Para al carajo albañil, que se acabó la mezcla",0.03106868825852871,0.5129135251045227,0.03280654549598694,0.36142081022262573,0.05704338848590851,0.00474708154797554,0.029536277055740356,0.7176848649978638,0.009232981130480766,0.23216858506202698,0.0074751004576683044,0.0039021745324134827
Everyone makes mistakes,Al mejor cazador se le va la liebre,0.03800859674811363,0.5117436051368713,0.009719868190586567,0.3816445767879486,0.05328475683927536,0.005598608870059252,0.8297480344772339,0.013537327758967876,0.001390754827298224,0.15041689574718475,0.0036671836860477924,0.0012397418031468987
Everything eventually comes to light,"A la larga, todo se sabe",0.02675570175051689,0.3347170054912567,0.012804226018488407,0.5880489945411682,0.034697189927101135,0.0029768713284283876,0.014098439365625381,0.9638375639915466,0.0019139581127092242,0.013222305104136467,0.005280779674649239,0.0016469309339299798
Faith will move mountains,La fe mueve montañas,0.02428831346333027,0.3471507430076599,0.011683332733809948,0.5687953233718872,0.0434751994907856,0.004607219714671373,0.005739983636885881,0.9761992692947388,0.006468630861490965,0.007746993564069271,0.003349902341142297,0.0004952694871462882
Fight against all odds,Ir contra viento y marea,0.01843884214758873,0.44801926612854004,0.010577105917036533,0.4563002288341522,0.06253963708877563,0.004124932456761599,0.015115871094167233,0.033138103783130646,0.0030530577059835196,0.9269945025444031,0.020493848249316216,0.0012046338524669409
Fight tooth and nail,Defenderse más que un gato boca arriba,0.029734056442975998,0.34576117992401123,0.014807756058871746,0.5496604442596436,0.05340373143553734,0.006632775533944368,0.0035314529668539762,0.004033793695271015,0.0009562306804582477,0.9844352602958679,0.006543648429214954,0.0004996290663257241
Fine words butter no parsnips,"El que mucho promete, poco cumple",0.014263110235333443,0.2084059864282608,0.005845154635608196,0.7403866648674011,0.027909407392144203,0.0031896575819700956,0.0009702807874418795,0.9957962036132812,0.0009148428216576576,0.001388691016472876,0.0004384464118629694,0.0004915260942652822
Flat broke,Más pelado que un chucho,0.02734898217022419,0.32856056094169617,0.02117464505136013,0.5871980786323547,0.029689213261008263,0.006028550677001476,0.8760765194892883,0.005766339134424925,0.0008910488104447722,0.08726190775632858,0.028172610327601433,0.0018315761117264628
Friends in high places,El que tiene padrino se bautiza,0.037897177040576935,0.3673924505710602,0.014579247683286667,0.5192363262176514,0.05361048877239227,0.007284338120371103,0.029426420107483864,0.19504734873771667,0.023597557097673416,0.714821994304657,0.034769944846630096,0.0023367502726614475
Genius is ten percent inspiration and ninety percent perspiration,Más hace el que quiere que el que puede,0.017723556607961655,0.14271678030490875,0.00992822740226984,0.7944854497909546,0.031170379370450974,0.00397556321695447,0.0007137571810744703,0.9963395595550537,0.000579685322009027,0.0013222390552982688,0.0004584973503369838,0.0005863266414962709
Get it over with quickly,Camino malo se anda ligero,0.01171453669667244,0.7811251878738403,0.008422103710472584,0.1844463050365448,0.01237640343606472,0.001915430068038404,0.01176402997225523,0.9194344282150269,0.001634121173992753,0.057637978345155716,0.007671048399060965,0.0018584822537377477
Get to the point,"Al pan, pan y al vino, vino",0.0033225296065211296,0.9683660864830017,0.007431407924741507,0.018078496679663658,0.0018287370912730694,0.0009725987911224365,0.03812705725431442,0.4658603370189667,0.008146681822836399,0.41314423084259033,0.06688936054706573,0.007832279428839684
Get up on the wrong side of the bed,Levantarse de la cama con el pie izquierdo,0.02547444961965084,0.5240582227706909,0.008606959134340286,0.3855428993701935,0.05119067803025246,0.005126724485307932,0.016452165320515633,0.012512301094830036,0.0013488548574969172,0.5045807361602783,0.4629884958267212,0.00211746571585536
Give a little to get a little,Hay que dar del ala para comer de la pechuga,0.032342180609703064,0.4878047704696655,0.01480522658675909,0.4227791428565979,0.037893716245889664,0.004374864045530558,0.046680960804224014,0.29611390829086304,0.012788143008947372,0.6044127941131592,0.03455512598156929,0.005449084099382162
Give credit where credit is due,"Honor, a quien honor merece",0.0025319817941635847,0.9747845530509949,0.0039308383129537106,0.0157186146825552,0.001721691689454019,0.001312433509156108,0.022677665576338768,0.8177363276481628,0.005011652130633593,0.14301173388957977,0.009351745247840881,0.002211018931120634
Give him a taste of his own medicine,"Ladrón que roba a ladrón, merece el perdón",0.014221183955669403,0.4208334982395172,0.009165280498564243,0.50556880235672,0.044204238802194595,0.006007050629705191,0.002090738620609045,0.9820866584777832,0.009396693669259548,0.005346755497157574,0.0006139267352409661,0.0004652785719372332
Give someone an inch and he will take a mile,Se les da una uña y cogen hasta el codo,0.033479269593954086,0.5412330627441406,0.009984315373003483,0.35696685314178467,0.05244389921426773,0.005892468616366386,0.0232230294495821,0.11845508217811584,0.004482599440962076,0.8167988061904907,0.03489818796515465,0.0021422652062028646
Give someone an inch and he will take a mile,Te doy pon y quieres guiar,0.02849099598824978,0.588654637336731,0.010390366427600384,0.3131798505783081,0.053454555571079254,0.005829462315887213,0.0232230294495821,0.11845508217811584,0.004482599440962076,0.8167988061904907,0.03489818796515465,0.0021422652062028646
Give someone an inch and he will take a mile,Te doy un dedo y me quieres coger el brazo,0.02868271805346012,0.6919049024581909,0.010910587385296822,0.23155365884304047,0.03138578310608864,0.005562406033277512,0.0232230294495821,0.11845508217811584,0.004482599440962076,0.8167988061904907,0.03489818796515465,0.0021422652062028646
Go like a bat out of hell,Ir como alma que lleva el diablo,0.025093335658311844,0.7455092072486877,0.01624356396496296,0.17510199546813965,0.03354087099432945,0.004511027131229639,0.0094597227871418,0.05179478973150253,0.002397633157670498,0.918882429599762,0.01597488671541214,0.0014905661810189486
God giveth and god taketh away,Dios da y quita,0.05460987985134125,0.5567358732223511,0.006600546184927225,0.3389245569705963,0.03945044428110123,0.003678747918456793,0.019807197153568268,0.8878850340843201,0.020798534154891968,0.062436413019895554,0.0074163139797747135,0.0016564660472795367
God helps those that help themselves,Dios dice ayúdate que yo te ayudaré,0.03170120343565941,0.3792993724346161,0.016673943027853966,0.5263749361038208,0.039310522377491,0.006640017963945866,0.0018668950069695711,0.9920931458473206,0.0029383718501776457,0.002153579378500581,0.0005601245793513954,0.0003878879942931235
God helps those that help themselves,Ayúdate que Dios te ayudará,0.016705064103007317,0.10559473186731339,0.014066559262573719,0.7711376547813416,0.08652397245168686,0.005972002632915974,0.0018668950069695711,0.9920931458473206,0.0029383718501776457,0.002153579378500581,0.0005601245793513954,0.0003878879942931235
God works in mysterious ways,Dios sabe lo que hace,0.032090358436107635,0.5230515003204346,0.016238560900092125,0.3929024040699005,0.029824601486325264,0.005892578046768904,0.000669782399199903,0.0016804023180156946,0.0003930198145098984,0.004556985571980476,0.9836301207542419,0.009069717489182949
God’s gift to women,Creerse la última Coca Cola del desierto,0.020257309079170227,0.7544081211090088,0.004969460889697075,0.19632934033870697,0.021805889904499054,0.002229784382507205,0.0026606412138789892,0.9845064282417297,0.007121202535927296,0.0033984407782554626,0.001404722686856985,0.0009085868950933218
Good luck!,Dios quiera que tu guarapo siempre tenga hielo,0.027343686670064926,0.6542178392410278,0.02251638099551201,0.2574874460697174,0.03342287614941597,0.0050118183717131615,0.0011112377978861332,0.9962349534034729,0.0008247097139246762,0.0010594280902296305,0.00041678486741147935,0.00035292620304971933
Good things are around the corner,No hay mal que por bien no venga,0.041455015540122986,0.3787483274936676,0.019277401268482208,0.5306195020675659,0.025547007098793983,0.004352770280092955,0.001027586287818849,0.9963669776916504,0.0008045508293434978,0.0012298210058361292,0.00031277191010303795,0.00025828267098404467
Good things come in small packages,El perfume bueno siempre viene en potes pequeños,0.016670333221554756,0.7831770181655884,0.00882162805646658,0.13221441209316254,0.054479897022247314,0.004636847414076328,0.0027772244065999985,0.9913367033004761,0.0010893597500398755,0.003666396252810955,0.0006505617639049888,0.0004796633147634566
Good things come in small packages,Perfume bueno viene en frasco pequeño,0.01802847534418106,0.7102071642875671,0.018197307363152504,0.11935789883136749,0.12686413526535034,0.00734504172578454,0.0027772244065999985,0.9913367033004761,0.0010893597500398755,0.003666396252810955,0.0006505617639049888,0.0004796633147634566
Good things come to those who wait,A su tiempo maduran las uvas,0.044022440910339355,0.4779989421367645,0.017891161143779755,0.357433021068573,0.09358026087284088,0.009074113331735134,0.03259272128343582,0.8778879046440125,0.0038996851071715355,0.07747828215360641,0.006457699462771416,0.0016837819712236524
Good things come to those who wait,Calma piojo que el peine llega,0.005275479983538389,0.964888870716095,0.0037662622053176165,0.01729241944849491,0.008006184361875057,0.0007708024349994957,0.03259272128343582,0.8778879046440125,0.0038996851071715355,0.07747828215360641,0.006457699462771416,0.0016837819712236524
Good things come to those who wait,Lo mejor que hizo Dios fue un día detrás del otro,0.04336390644311905,0.5718905329704285,0.015738047659397125,0.3264329135417938,0.03650500625371933,0.006069546099752188,0.03259272128343582,0.8778879046440125,0.0038996851071715355,0.07747828215360641,0.006457699462771416,0.0016837819712236524
Guilt by association,"Admisión de delito, relevo de prueba",0.03381730988621712,0.47018325328826904,0.005082336720079184,0.3924805223941803,0.09379824250936508,0.0046382746659219265,0.06290442496538162,0.013052385300397873,0.0017264706548303366,0.8849808573722839,0.036492347717285156,0.000843465852085501
Happens to the best of them,Pasa hasta en las mejores familias,0.027478355914354324,0.786821186542511,0.026121776551008224,0.12685489654541016,0.02930363640189171,0.0034201277885586023,0.016520589590072632,0.8566279411315918,0.00360976904630661,0.11205794662237167,0.0075906263664364815,0.0035931235179305077
Happy as a lark,Más contento que perro con dos rabos,0.012490603141486645,0.9015424251556396,0.005779364611953497,0.0660078376531601,0.011558636091649532,0.0026211205404251814,0.0006132739945314825,0.9981484413146973,0.00046521954936906695,0.00036174245178699493,0.00018757235375232995,0.00022387086937669665
Have your cake and eat it too,"Es como el perro del hortelano, que ni come ni deja comer",0.01493365690112114,0.825908899307251,0.0147375063970685,0.12988871335983276,0.012033841572701931,0.0024974464904516935,0.005261011887341738,0.9421705603599548,0.008510875515639782,0.04130901023745537,0.0018221851205453277,0.0009263908141292632
He gives twice who gives quickly,"El que da primero, da dos veces",0.01645616814494133,0.5948055386543274,0.007308694534003735,0.3413233757019043,0.03583940118551254,0.0042668734677135944,0.025183076038956642,0.13219237327575684,0.005114764906466007,0.8096004128456116,0.02502620220184326,0.0028831944800913334
He is a leech,Está hecho una ladilla,0.04605315625667572,0.4817095100879669,0.023793553933501244,0.36864420771598816,0.07135280221700668,0.008446761406958103,0.00289531541056931,0.010156474076211452,0.0011236773570999503,0.9537386298179626,0.031207403168082237,0.000878502381965518
He who excuses himself accuses himself,Te estás curando en salud,0.024615013971924782,0.7811018228530884,0.010770573280751705,0.14590193331241608,0.032906368374824524,0.004704367835074663,0.006555615458637476,0.0008518904214724898,0.0002627209760248661,0.9902791380882263,0.001808833796530962,0.0002418061048956588
He who laughs last laughs best,"El que ríe último, ríe mejor",0.016553398221731186,0.5513085722923279,0.008795618079602718,0.39276471734046936,0.026431871578097343,0.004145907703787088,0.03546594828367233,0.5247043967247009,0.0058455136604607105,0.4263495206832886,0.0046420046128332615,0.002992602065205574
He who lives by the sword dies by the sword,"El que a hierro mata, a hierro muere",0.021598421037197113,0.27885034680366516,0.014195109717547894,0.6432698369026184,0.035726893693208694,0.006359449587762356,0.9547718167304993,0.003584827296435833,0.0009213132434524596,0.03637618198990822,0.0035875102039426565,0.0007583609549328685
He’ll get his,A cada lechón le llega su San Martín,0.03301364928483963,0.5886570811271667,0.011195682920515537,0.3110155463218689,0.05112580209970474,0.0049922047182917595,0.030452914535999298,0.8001890778541565,0.009861222468316555,0.13641102612018585,0.01785408705472946,0.005231797695159912
He’ll get his,A cada puerco le llega su sábado,0.03245816379785538,0.7071624398231506,0.014031381346285343,0.1962435096502304,0.044736165553331375,0.00536834541708231,0.030452914535999298,0.8001890778541565,0.009861222468316555,0.13641102612018585,0.01785408705472946,0.005231797695159912
He’ll get what he deserves,A cada lechón le llega su San Martín,0.03301364928483963,0.5886570811271667,0.011195682920515537,0.3110155463218689,0.05112580209970474,0.0049922047182917595,0.0661073848605156,0.761232316493988,0.0243800338357687,0.14266134798526764,0.0032432563602924347,0.002375742420554161
He’ll get what he deserves,A cada puerco le llega su sábado,0.03245816379785538,0.7071624398231506,0.014031381346285343,0.1962435096502304,0.044736165553331375,0.00536834541708231,0.0661073848605156,0.761232316493988,0.0243800338357687,0.14266134798526764,0.0032432563602924347,0.002375742420554161
He’ll get what’s coming to him,A cada lechón le llega su San Martín,0.03301364928483963,0.5886570811271667,0.011195682920515537,0.3110155463218689,0.05112580209970474,0.0049922047182917595,0.04204187169671059,0.5113750100135803,0.009658272378146648,0.40127015113830566,0.030437491834163666,0.005217166151851416
He’ll get what’s coming to him,A cada puerco le llega su sábado,0.03245816379785538,0.7071624398231506,0.014031381346285343,0.1962435096502304,0.044736165553331375,0.00536834541708231,0.04204187169671059,0.5113750100135803,0.009658272378146648,0.40127015113830566,0.030437491834163666,0.005217166151851416
"Here today, gone tomorrow","Hoy vivo, mañana muerto",0.004508154466748238,0.9437983632087708,0.004528216551989317,0.033801689743995667,0.011863045394420624,0.0015006136381998658,0.044973794370889664,0.3668955862522125,0.004638444632291794,0.5515149235725403,0.029120000079274178,0.0028572198934853077
His bark is worse than his bite,Perro que ladra no muerde,0.04170995205640793,0.35822993516921997,0.020058676600456238,0.5331175327301025,0.04099439084529877,0.005889519117772579,0.00838701892644167,0.002722019562497735,0.0007516371551901102,0.9724205136299133,0.014931471087038517,0.0007873897557146847
His time will come,A cada lechón le llega su San Martín,0.03301364928483963,0.5886570811271667,0.011195682920515537,0.3110155463218689,0.05112580209970474,0.0049922047182917595,0.06007343530654907,0.6028469204902649,0.009599716402590275,0.29909417033195496,0.02447638288140297,0.003909319639205933
His time will come,A cada puerco le llega su sábado,0.03245816379785538,0.7071624398231506,0.014031381346285343,0.1962435096502304,0.044736165553331375,0.00536834541708231,0.06007343530654907,0.6028469204902649,0.009599716402590275,0.29909417033195496,0.02447638288140297,0.003909319639205933
His time will come,A cada santo su vela,0.014384514652192593,0.8802474737167358,0.01057035569101572,0.07416536659002304,0.01832342892885208,0.002308848313987255,0.06007343530654907,0.6028469204902649,0.009599716402590275,0.29909417033195496,0.02447638288140297,0.003909319639205933
Hit the nail on the head,Hablaste por boca de santo,0.02517055720090866,0.5086584091186523,0.020935576409101486,0.3801458775997162,0.06058187037706375,0.004507747944444418,0.001903065713122487,0.002207612618803978,0.0007796383579261601,0.9709407687187195,0.02306882105767727,0.0011000552913174033
Hit the nail on the head,Le puso el dedo en la llaga,0.024227766320109367,0.6783393621444702,0.012243912555277348,0.24382099509239197,0.03625643998384476,0.005111506208777428,0.001903065713122487,0.002207612618803978,0.0007796383579261601,0.9709407687187195,0.02306882105767727,0.0011000552913174033
Hopping mad,Como un ciempiés meado,0.025490393862128258,0.7267512679100037,0.009147907607257366,0.19585871696472168,0.036003947257995605,0.006747715175151825,0.002049746224656701,0.015115738846361637,0.0008366979891434312,0.9577822089195251,0.02153412625193596,0.0026814043521881104
I couldn’t care less,Allá Marta con sus pollos,0.043684475123882294,0.633185088634491,0.0332435704767704,0.21265316009521484,0.07098852843046188,0.006245156284421682,0.5485736727714539,0.08327393233776093,0.008061791770160198,0.35086020827293396,0.007457318250089884,0.0017730285180732608
I couldn’t give a hoot,A mi plin y a la madama dulce de coco,0.013226862996816635,0.8649178147315979,0.016035152599215508,0.09362760931253433,0.010372664779424667,0.001819792902097106,0.061480648815631866,0.03167777881026268,0.0021049093920737505,0.882426917552948,0.0203702412545681,0.0019395634299144149
I couldn’t give a rat’s ass,A mi plin y a la madama dulce de coco,0.013226862996816635,0.8649178147315979,0.016035152599215508,0.09362760931253433,0.010372664779424667,0.001819792902097106,0.024843968451023102,0.008218688890337944,0.0014656861312687397,0.9534451961517334,0.01089902687817812,0.0011273728450760245
I don’t give a shit,A mi plin y a la madama dulce de coco,0.013226862996816635,0.8649178147315979,0.016035152599215508,0.09362760931253433,0.010372664779424667,0.001819792902097106,0.00794315431267023,0.0020667631179094315,0.0005858241347596049,0.9872019290924072,0.0019068988040089607,0.00029542669653892517
I get where you’re coming from,"Cuando tú vas, yo vuelvo",0.018967609852552414,0.7857256531715393,0.01334777195006609,0.16085584461688995,0.018458671867847443,0.0026444722898304462,0.05634242668747902,0.5377041101455688,0.00855017639696598,0.36833664774894714,0.02529233880341053,0.0037743300199508667
I hear you,"Cuando tú vas, yo vuelvo",0.018967609852552414,0.7857256531715393,0.01334777195006609,0.16085584461688995,0.018458671867847443,0.0026444722898304462,0.009454539977014065,0.9688930511474609,0.0031008340884000063,0.013984634540975094,0.0035682828165590763,0.0009986546356230974
