English,Spanish,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"Right now I’m at a park to attend a queer speed dating event. And like, I’ve had a lot of disappointments lately, but I know that I’m not going to meet my future partner sitting alone in my apartment. I’ll be honest, something like this would generally freak me out. But if I don’t meet my person here, that’s okay, too. Hi, Alex. I’m Chloe. I wrote like a personal says my headline is, let’s go. And it’s let’s go to your favorite places. And I’ll show you mine. Let’s go to places we haven’t even thought or heard of yet. Let’s go together. Let’s go.","Ahora mismo estoy en un parque para asistir a un evento de citas rápidas queer. Y he tenido muchas decepciones últimamente, pero sé que no voy a encontrarme con mi futura pareja sentada sola en mi apartamento. Seré honesto, algo como esto generalmente me asustaría. Pero si no encuentro a mi persona aquí, también está bien. Hola, Alex. Soy Cloe. Escribí como si un personal dijera que mi titular es, vamos. Y vamos a tus lugares favoritos. Y te mostraré el mío. Vayamos a lugares en los que ni siquiera hemos pensado ni oído hablar todavía. Vamos juntos. Vamos.",0.1622621864080429,0.5448551177978516,0.011807258240878582,0.13914957642555237,0.14001917839050293,0.0019067387329414487,0.04613201692700386,0.2530646324157715,0.026433086022734642,0.6140502691268921,0.05585389956831932,0.0044660624116659164
"Hi, I’m Alex. I like giant sweaters, making fun of bad movies, and all things nerdy. I want you to tell me your passions and get me excited about something new. Let’s do something that we’re both not good at […]","Hola, soy Alex. Me gustan los suéteres gigantes, burlarme de las malas películas y todo lo nerd. Quiero que me cuentes tus pasiones y me emociones con algo nuevo. Hagamos algo en lo que ninguno de los dos somos buenos […]",0.00040569351403973997,0.9980155229568481,0.0004246481112204492,0.0006336534861475229,0.0002968589833471924,0.00022360976436175406,0.02652042917907238,0.38718512654304504,0.008355336263775826,0.5423648357391357,0.03209948167204857,0.0034747300669550896
"That sounds awesome. I’m Chloe, she/her/hers.","Eso suena asombroso. Soy Chloe, ella/ella/ella.",0.00029796597664244473,0.9981439113616943,0.00028969888808205724,0.00024064180615823716,0.0002681451733224094,0.00075956538785249,0.00780055858194828,0.9469069838523865,0.01083323173224926,0.02269458957016468,0.010671982541680336,0.0010926758404821157
The awesome. I am X.,El asombroso. Soy X.,0.00040166807593777776,0.9975643157958984,0.0003208696434739977,0.0004354468546807766,0.0003347097081132233,0.0009428944322280586,0.023499347269535065,0.6579047441482544,0.009459035471081734,0.25818952918052673,0.047267571091651917,0.0036797532811760902
"X, It’s nice to meet you. Honestly, it’s really nice to be around other queer people.","X, es un placer conocerte. Sinceramente, es muy agradable estar rodeado de otras personas queer.",0.05043146759271622,0.09880268573760986,0.321819007396698,0.15021143853664398,0.1455763280391693,0.23315902054309845,0.06887627393007278,0.07455183565616608,0.014790634624660015,0.7716494202613831,0.06253203004598618,0.007599889766424894
"Absolutely. Like this is my first gay event like that. I’ve been out to like since I’ve moved to LA so it’s like nice to like be like 100% surrounded by like, hundreds.","Absolutamente. Como si este fuera mi primer evento gay como ese. Me ha gustado desde que me mudé a Los Ángeles, así que es agradable estar 100% rodeado de cientos.",0.009338177740573883,0.6812649965286255,0.2396046370267868,0.062474191188812256,0.004497914109379053,0.00282003590837121,0.0023291450925171375,0.9877187013626099,0.0020490456372499466,0.0062301731668412685,0.0012525171041488647,0.0004205194709356874
"There are just so many obstacles to trans dating. But the only way anything is ever going to happen is if I keep showing up, and I have to keep showing up for myself. I spent probably way too much time this week thinking about what did I do wrong on these days? What could I have done better? And honestly, I need to stop thinking that way. I am great. And it’s only a matter of time before somebody else figures out that I’m great too. And I just have to keep going I have to see what happens because I deserve to be loved and I felt like held to be who I am today. And I deserve better and I deserve to treat myself better.","Hay muchísimos obstáculos para las citas trans. Pero la única manera de que algo suceda es si sigo apareciendo, y tengo que seguir apareciendo por mí mismo. Probablemente pasé demasiado tiempo esta semana pensando en qué hice mal estos días. ¿Qué podría haber hecho mejor? Y, sinceramente, tengo que dejar de pensar de esa manera. Soy genial. Y es sólo cuestión de tiempo antes de que alguien más se dé cuenta de que yo también soy genial. Y solo tengo que seguir adelante, tengo que ver qué pasa porque merezco ser amado y me sentí sostenido por ser quien soy hoy. Y merezco algo mejor y merezco tratarme mejor.",0.00038030819268897176,0.9986275434494019,0.00039269551052711904,0.00019410974346101284,0.00013356510316953063,0.00027170448447577655,0.023412084206938744,0.7317695617675781,0.006884953938424587,0.16105130314826965,0.0729527473449707,0.00392940966412425
"Something inside me said, go look through his stuff. I don’t know why I can’t explain it to this day, something said, go to his office and look through stuff.","Algo dentro de mí me dijo, ve a revisar sus cosas. No sé por qué no puedo explicarlo hasta el día de hoy, dijo algo, ve a su oficina y revisa las cosas.",0.03553161770105362,0.05132439360022545,0.001329250866547227,0.832922637462616,0.07716771215200424,0.001724308473058045,0.01109369657933712,0.9319628477096558,0.007946642115712166,0.03775857388973236,0.00932202860713005,0.0019162296084687114
"It’s 2019 and Carrie is standing outside her husband’s office. The doorway is the only thing separating her from the completely normal life she knows, and a secret that will ruin everything.","Es 2019 y Carrie está parada afuera de la oficina de su esposo. La puerta es lo único que la separa de la vida completamente normal que conoce, y un secreto que lo arruinará todo.",0.8057426810264587,0.10884037613868713,0.002137250266969204,0.047457531094551086,0.03475051745772362,0.0010715832468122244,0.006438274867832661,0.9708441495895386,0.0021974716801196337,0.012945598922669888,0.006966378539800644,0.0006081342580728233
Got to bed and slept next to me every night like everything was fine and normal. Like how could I not have seen it? How could I have been so stupid? I have a doctorate For fuck sake. How did I not see this happening right in front of my face.,Me acosté y dormí a mi lado todas las noches como si todo estuviera bien y normal. ¿Cómo podría no haberlo visto? ¿Cómo he podido ser tan estúpido? Tengo un doctorado. Por el amor de Dios. ¿Cómo no vi que esto sucediera frente a mi cara?,0.9648117423057556,0.006376301404088736,0.0004128489235881716,0.026639539748430252,0.0013518990017473698,0.00040766005986370146,0.030243152752518654,0.6579732894897461,0.015116194263100624,0.24943801760673523,0.04311540350317955,0.004113889764994383
"This is LAST DAY, a show about the moments that change us. I’m Stephanie Wittels Wachs. And today, we have one of the most egregious stories of betrayal you might ever hear. It’s the story of being deceived, manipulated, and swindled by the one person in the world, who vowed to love you forever, how you continue to put one foot in front of the other and start over with nothing.","Este es LAST DAY, un programa sobre los momentos que nos cambian. Soy Stephanie Wittels Wachs. Y hoy tenemos una de las historias de traición más atroces que jamás hayas escuchado. Es la historia de ser engañado, manipulado y estafado por la única persona en el mundo, que juró amarte para siempre, cómo continúas poniendo un pie delante del otro y empiezas de nuevo sin nada.",0.001898581045679748,0.0006912986282259226,0.00036105370963923633,0.9899927973747253,0.00687285466119647,0.00018349342280998826,0.029438994824886322,0.7312625646591187,0.007874843664467335,0.1807885318994522,0.047098223119974136,0.0035367850214242935
"Carrie met Joe when she was in graduate school studying to get her doctorate in veterinary medicine. And just a few years later, in 2006, they got married.","Carrie conoció a Joe cuando estaba en la escuela de posgrado estudiando para obtener su doctorado en medicina veterinaria. Y apenas unos años después, en 2006, se casaron.",0.028140516951680183,0.32056576013565063,0.2638144791126251,0.24708285927772522,0.13061757385730743,0.009778769686818123,0.030848151072859764,0.6474341750144958,0.014081329107284546,0.15693771839141846,0.14609506726264954,0.004603582434356213
"At the beginning, it was I think what anyone would describe their marriage partner. You know, I felt like I had a teammate. I knew I wanted to have children with him. We didn’t see eye to eye on everything. But we had what I thought was good communication. And I loved him. He was fun. Everyone likes hanging out with him. So he was just like a normal guy. Just, that’s how I can best describe it.","Al principio, creo que era lo que cualquiera describiría a su cónyuge. Sabes, sentí que tenía un compañero de equipo. Sabía que quería tener hijos con él. No estábamos de acuerdo en todo. Pero teníamos lo que pensé que era una buena comunicación. Y yo lo amaba. Fue divertido. A todos les gusta salir con él. Entonces él era como un chico normal. Simplemente, así es como puedo describirlo mejor.",0.0009200379136018455,0.996436595916748,0.0017945198342204094,0.0005006986320950091,0.00019833633268717676,0.0001498779747635126,0.03394792973995209,0.6916776895523071,0.01150879729539156,0.22812841832637787,0.03177215903997421,0.002965003252029419
Like a good guy.,Como un buen chico.,0.001085761352442205,0.9961796998977661,0.0009347550803795457,0.001182891079224646,0.00033729098504409194,0.00027964828768745065,0.028158830478787422,0.7097174525260925,0.008209896273911,0.2004484236240387,0.04775103181600571,0.005714433267712593
"A good guy. Yeah, he was good to his mom, you know, had a relationship with both of his parents liked animals like I did. And, you know, he just seemed like, a good, good person.","Un buen chico. Sí, era bueno con su madre, ya sabes, tenía una relación con sus dos padres y le gustaban los animales como a mí. Y, ya sabes, parecía una buena, buena persona.",0.002475708955898881,0.034579478204250336,0.94627845287323,0.013030116446316242,0.0008830203441902995,0.002753186272457242,0.014437920413911343,0.8673992156982422,0.01020326092839241,0.09225229918956757,0.013357186689972878,0.0023501126561313868
"These two good people fall in love and eventually start a family. Four years after getting married, Carrie gives birth to their daughter. And four years later, their son, Carrie describes Jo as a doting dad, someone who often had more patience for the kids than she did. It was a good balance. But like she said, they didn’t always see eye to eye.","Estas dos buenas personas se enamoran y finalmente forman una familia. Cuatro años después de casarse, Carrie da a luz a su hija. Y cuatro años después, su hijo, Carrie, describe a Jo como un padre cariñoso, alguien que a menudo tenía más paciencia con los niños que ella. Fue un buen equilibrio. Pero como ella dijo, no siempre estuvieron de acuerdo.",0.006261572241783142,0.9657692313194275,0.02223200723528862,0.0047236597165465355,0.0005495771765708923,0.0004638155223801732,0.03705486282706261,0.7455057501792908,0.011631336994469166,0.16865557432174683,0.03426318243145943,0.0028892667032778263
"I am the kind of person that I mean, some people would say overly opinionated if I have a thought if I have a feeling. Let’s just put it out there. Now I want to talk about it now. And I always would joke that Joe had two sides, there was normal Joe, and there was like, unhappy slash angry, and not a lot of range in the emotional field, at least not that he would show. And so if there was ever a disagreement, I would say, I’d like to talk about this. And Joe would be time. But that time always turned into stretching it out so far that then I’d say okay, it’s been three days. We talked about this. Now, I don’t remember what it was about is that would be his response. So something like avoidant things, saying when he he needed time to focus on something, but then in the long run, really just avoiding the discussion. And I would say that was not as major at the beginning, but it was still there. Right. And I think it just grew larger over time.","Soy el tipo de persona que quiero decir, algunas personas dirían que es demasiado obstinada si tengo un pensamiento, si tengo un sentimiento. Dejémoslo ahí. Ahora quiero hablar de ello ahora. Y siempre bromeaba diciendo que Joe tenía dos lados, que estaba el Joe normal y el que estaba como, infeliz, enojado, y no había mucho rango en el campo emocional, al menos no que él mostraría. Entonces, si alguna vez hubiera un desacuerdo, diría que me gustaría hablar de esto. Y Joe llegaría a tiempo. Pero ese tiempo siempre se prolongaba tanto que luego decía: bueno, han pasado tres días. Hemos hablado de esto. Ahora, no recuerdo de qué se trataba, esa sería su respuesta. Entonces, algo así como evitar cosas, decir cuando necesitaba tiempo para concentrarse en algo, pero luego, a la larga, simplemente evitar la discusión. Y yo diría que eso no fue tan importante al principio, pero todavía estaba ahí. Bien. Y creo que simplemente creció con el tiempo.",0.07154100388288498,0.12658186256885529,0.0033714419696480036,0.7923952341079712,0.005230090115219355,0.0008803328964859247,0.03042535111308098,0.7144353985786438,0.009728419594466686,0.2037830501794815,0.03725212812423706,0.004375743214040995
"Joseph Boyden communication style aside, Carrie and Joe had a pretty typical marriage, and they were able to provide a comfortable life for their kids. Carrie had her accomplished, yet demanding career as a bet. And Joe, meanwhile, worked in the business world, sometimes for global corporations.","Dejando a un lado el estilo de comunicación de Joseph Boyden, Carrie y Joe tenían un matrimonio bastante típico y pudieron brindar una vida cómoda a sus hijos. Carrie tenía como apuesta su exitosa pero exigente carrera. Y Joe, mientras tanto, trabajó en el mundo empresarial, a veces para corporaciones globales.",0.0006877683917991817,0.9961140155792236,0.0004933946183882654,0.0017517264932394028,0.0005592172965407372,0.00039390474557876587,0.028836539015173912,0.5934253931045532,0.008508174680173397,0.3089246451854706,0.057568613439798355,0.0027365481946617365
"From the outside, we look like a very typical family. You know, we were friends with other families. We had couples friends that we hung out with a lot. Everyone thought we were fun. Everyone thought we had a good marriage. I had a friend that said, Oh, I wish I had a marriage like yours. I mean, there were ups and downs. I mean, every marriage has it your marriage you get it. It’s hard work to maintain a long term relationship, whether that’s romantic or otherwise it takes effort, but I feel like overall outwardly we appeared to be a pretty normal run of the mill family of four.","Desde fuera parecemos una familia muy típica. Ya sabes, éramos amigos de otras familias. Teníamos parejas de amigos con los que salíamos mucho. Todos pensaron que éramos divertidos. Todos pensaban que teníamos un buen matrimonio. Tenía un amigo que decía: Oh, desearía tener un matrimonio como el tuyo. Quiero decir, hubo altibajos. Quiero decir, cada matrimonio lo tiene, tu matrimonio lo obtienes. Es un trabajo duro mantener una relación a largo plazo, ya sea romántica o requiere esfuerzo, pero siento que, en general, exteriormente éramos una familia de cuatro miembros bastante normal.",0.0013489593984559178,0.9961256384849548,0.0009284029365517199,0.001020474242977798,0.0003119363682344556,0.00026456807972863317,0.0470116101205349,0.6981191039085388,0.01773672364652157,0.19608058035373688,0.038091860711574554,0.0029601268470287323
In 2014 In the family moves to a different state. So Joe can work at an even bigger company.,"En 2014, la familia se muda a otro estado. Para que Joe pueda trabajar en una empresa aún más grande.",0.023787125945091248,0.9234426021575928,0.0016399534652009606,0.03987736254930496,0.009292125701904297,0.001960874767974019,0.03820882365107536,0.711871862411499,0.017406640574336052,0.18731936812400818,0.04058636724948883,0.00460688816383481
"You know, he was the primary breadwinner, especially since I wanted to be home halftime. So my income was more ancillary. And so the, our first big move was for a career move for him. And that one was, was hard for me it was right after my son was born. And I really loved where we were living. And I had a really good community of friends and colleagues that were, we didn’t have family nearby, so they felt like my chosen family. So that was a really difficult move for me. And I don’t admit, I had a bad attitude about it for a bit. And then, you know, I finally snapped out of it and said, a place is what you make of it, this is your new home, you know, make it work, you can choose to be unhappy, or you can choose to make this work. Where I was at that point in my life was, I can pick up my career at any time, his career is allowing me to have some time with these kids. And I’m never gonna get these years back. So, you know, it’s okay to take a backseat for a little bit.","Ya sabes, él era el principal sostén de la familia, especialmente porque yo quería estar en casa durante el entretiempo. Entonces mis ingresos eran más auxiliares. Y entonces, nuestro primer gran paso fue un cambio de carrera para él. Y esa fue, fue difícil para mí, fue justo después de que nació mi hijo. Y realmente amaba el lugar donde vivíamos. Y tenía una muy buena comunidad de amigos y colegas que no teníamos familia cerca, así que se sentían como mi familia elegida. Así que ese fue un paso realmente difícil para mí. Y no lo admito, tuve una mala actitud al respecto por un tiempo. Y luego, sabes, finalmente salí de eso y dije, un lugar es lo que haces de él, este es tu nuevo hogar, ya sabes, haz que funcione, puedes elegir ser infeliz, o puedes elegir hacer este trabajo. Donde estaba en ese momento de mi vida era que puedo retomar mi carrera en cualquier momento, su carrera me permite pasar algo de tiempo con estos niños. Y nunca recuperaré estos años. Entonces, ya sabes, está bien quedarse en un segundo plano por un momento.",0.16170792281627655,0.7015252709388733,0.11601775139570236,0.018285123631358147,0.0015937424032017589,0.0008702653576619923,0.02754560112953186,0.773316502571106,0.01190678309649229,0.15689459443092346,0.026576627045869827,0.0037597878836095333
"Carrie starts to cut back on her hours at work to spend more time with the kids until eventually she decides to stay home altogether. Then in 2017, Carrie starts to notice a shift in Joe, he seems stressed and preoccupied, less engaged with her and the kids. It’s a subtle change in behavior that only she as his spouse would pick up on. She doesn’t exactly know what’s happening. And as we know, he can be pretty avoidant. So she tries to get to the bottom of it in a different way.","Carrie comienza a reducir sus horas de trabajo para pasar más tiempo con los niños hasta que finalmente decide quedarse en casa por completo. Luego, en 2017, Carrie comienza a notar un cambio en Joe: él parece estresado y preocupado, menos comprometido con ella y los niños. Es un cambio sutil en el comportamiento que sólo ella, como su esposa, percibiría. Ella no sabe exactamente lo que está pasando. Y como sabemos, puede ser bastante evasivo. Por eso intenta llegar al fondo de la cuestión de una manera diferente.",0.017583653330802917,0.002195243025198579,0.00044416694436222315,0.9751421809196472,0.004413433838635683,0.00022138522763270885,0.03847235441207886,0.7361663579940796,0.01302470825612545,0.17444686591625214,0.03555745258927345,0.0023323693312704563
"His mom had gotten sick, and his behavior changed sort of around that time. So I thought he’s worried about his mom, our relationship with her at that point seems sort of strained on top of it, which was not the norm. I remember calling his brother once and saying, I need you know, can you reach out to Joe? Because something’s off? I don’t know, if he’s anxious or depressed or worried about your mom? Or? Or what? He won’t really speak to me, you know, Has he said anything to you? Can you, you know, any insights there. And, you know, he followed up as I asked him to, and show just basically said, Oh, I’m just stressed with work. And yeah, worried about mom. And, you know, there was excuses and reasons given, there was always some type of feasible explanation. And hindsight, I doubted the explanation, but not enough to challenge it at the time.","Su madre se había enfermado y su comportamiento cambió en esa época. Entonces pensé que estaba preocupado por su madre, nuestra relación con ella en ese momento parecía un poco tensa, lo cual no era la norma. Recuerdo haber llamado a su hermano una vez y decirle: Necesito que sepas, ¿puedes comunicarte con Joe? ¿Porque algo anda mal? No sé, ¿está ansioso, deprimido o preocupado por tu mamá? ¿O? ¿O que? Realmente no me habla, ya sabes. ¿Te ha dicho algo? ¿Puedes, ya sabes, alguna idea al respecto? Y, ya sabes, hizo un seguimiento como le pedí y básicamente dijo: Oh, estoy estresado por el trabajo. Y sí, preocupada por mamá. Y, ya sabes, se dieron excusas y razones, siempre hubo algún tipo de explicación factible. Y en retrospectiva, dudé de la explicación, pero no lo suficiente como para cuestionarla en ese momento.",0.9307601451873779,0.00194459012709558,0.0005855195340700448,0.017109263688325882,0.049240559339523315,0.0003598226176109165,0.017432590946555138,0.8098142147064209,0.010209399275481701,0.1372273862361908,0.021892180666327477,0.003424194408580661
"At this point, Joe is the sole breadwinner in the family and handling pretty much all of the finances, while Carrie continues to focus her energy at home.","En este punto, Joe es el único sostén de la familia y maneja prácticamente todas las finanzas, mientras que Carrie continúa concentrando su energía en casa.",0.019800784066319466,0.8967901468276978,0.0034733894281089306,0.07377645373344421,0.005026210565119982,0.001133144018240273,0.01618512161076069,0.8047160506248474,0.008174586109817028,0.13835588097572327,0.030086928978562355,0.0024815108627080917
"We had been kind of on the same page, kind of CO managing finances. And when our kids were born, I don’t know, for some reason, something shifted to me, and it stressed me out and he’s like, it doesn’t stress me out, I’ll take care of it. So I kind of passed that baton to him. As many, you know, relationships are someone each of you divide and conquer your tasks. And so I would call him and say like, the car just got to class. He’s like, Oh, I think we’ve got some fraud on it. And you know, that I then suddenly it would work. Or I would go to try to log into our bank account, and I couldn’t get in. And, you know, he would always be the ones that call and try to figure out what was going on. And like, there’s a problem with the website, and you would forward me emails showing me like, here’s where I talked to the banker, and they’re trying to get this fixed, and they’re gonna pay us a fee for the inconvenience. And my remember my mom’s saying, that doesn’t make any sense. Why would they pay you instead of just fixing it? And I was like, Well, it’s because it’s been going on for so long. It’s taking a while for them to figure it out. I mean, even statements, you know, this was the time where everyone was starting to do online statements. And so statements didn’t really come to our house anymore for anything. And we always had the Postal Service informed delivery, and you get an email every morning telling you what’s coming in the mail that day. And I this is one of the things that still bothers me to this day used to always tell me don’t check the mail today, I got you a present. It’s gonna be there. And hindsight, because then a couple of weeks, I’d be like, Whatever happened to that present? Oh, I know. You wouldn’t like it. I sent it back. And I think he would see what was getting delivered that day and it’d be something he didn’t want me to see. And so he would tell me there was a present for me, and sometimes there was there was presence enough that it was believable, right. So here I think my sweet husband is getting me a gift. It’s not my birthday. It’s not our anniversary. There’s some special occasion. Who am I to doubt him?","Habíamos estado más o menos en la misma página, una especie de CO administrando las finanzas. Y cuando nacieron nuestros hijos, no sé, por alguna razón, algo cambió en mí y me estresó y él dijo, no me estresa, yo me ocuparé de ello. Así que le pasé ese testigo. Como muchos saben, las relaciones son algo que cada uno de ustedes divide y conquista en sus tareas. Entonces lo llamaría y le diría que el auto acaba de llegar a clase. Él dice: Oh, creo que tenemos algún fraude. Y sabes, que de repente funcionaría. O iba a intentar iniciar sesión en nuestra cuenta bancaria y no podía ingresar. Y, ya sabes, él siempre era el que llamaba y trataba de averiguar qué estaba pasando. Y como, hay un problema con el sitio web, y me reenviarías correos electrónicos que me dicen, aquí es donde hablé con el banquero, y están tratando de arreglar esto, y nos van a pagar una tarifa por el inconveniente. . Y recuerdo que mi mamá decía que eso no tiene ningún sentido. ¿Por qué te pagarían en lugar de simplemente arreglarlo? Y yo dije: Bueno, es porque ha estado sucediendo durante tanto tiempo. Les está tomando un tiempo darse cuenta. Quiero decir, incluso las declaraciones, ya sabes, este fue el momento en que todos comenzaban a hacer declaraciones en línea. Así que las declaraciones ya no llegaban a nuestra casa por nada. Y siempre tuvimos la entrega informada al Servicio Postal, y todas las mañanas recibes un correo electrónico indicándote lo que llegará por correo ese día. Y yo esta es una de las cosas que todavía me molesta hasta el día de hoy siempre me decía que no revises el correo hoy, que te traje un regalo. Estará allí. Y en retrospectiva, porque luego de un par de semanas me preguntaba: ¿Qué pasó con ese regalo? Oh, lo sé. No te gustaría. Lo devolví. Y creo que él vería lo que se entregaría ese día y sería algo que no quería que yo viera. Entonces él me decía que había un regalo para mí y, a veces, había suficiente presencia para que fuera creíble, ¿verdad? Entonces creo que mi dulce esposo me está dando un regalo. No es mi cumpleaños. No es nuestro aniversario. Hay alguna ocasión especial. ¿Quién soy yo para dudar de él?",0.11940824240446091,0.05913785472512245,0.0014385292306542397,0.8103400468826294,0.008725816383957863,0.0009494514670222998,0.038352496922016144,0.6216295957565308,0.010988366790115833,0.26375362277030945,0.059303637593984604,0.005972297862172127
"Was there any worry like a voice in your head or in your gut? That was like, I think this is it like, did you think he was having an affair? Did you think he was like, did you have suspicions of anything?","¿Hubo alguna preocupación como una voz en tu cabeza o en tus entrañas? Eso fue como, creo que así es, ¿pensaste que estaba teniendo una aventura? ¿Pensaste que él estaba como si tuvieras sospechas de algo?",0.001886027748696506,0.0011162901064381003,0.0004563734692055732,0.061642736196517944,0.9341467618942261,0.0007517857011407614,0.017690308392047882,0.1702636331319809,0.00725759519264102,0.734961211681366,0.06572965532541275,0.004097574390470982
"I never worried about an affair. I did a couple times wonder just because of the account things if it was money. And then I would again, always doubt myself because bank statements would be presented other things that would, were supposed to squash my fears. You know, when I would say I can’t log into this over here, here’s this Oh, okay. Again, I tend to be a pretty think things into the ground, anxious person about some things. And so once I would get those explanations, I would then turn around on myself, like, you’re just a worry, or you worry about everything. Like, what should I worry about, because I don’t have anything that happened today, I will go into my minds into the dredges of my brain. And I will find something to ruminate on and ruin my day over. And so I think it was very easy to tell myself, everything’s fine, you’re looking for a problem, stop trying to make things difficult when they don’t have to be. He knew me better than anyone else. He knew how anxious I got about things. And so, you know, I don’t know if it was ever purposeful or just was easy to fall into place. But I was a very easy person to kind of let their anxieties take care of a lot of the hiding.","Nunca me preocupé por una aventura. Un par de veces me pregunté si era dinero solo por las cosas de la cuenta. Y luego, nuevamente, siempre dudaba de mí mismo porque en los extractos bancarios se presentaban otras cosas que se suponía que aplastarían mis miedos. Ya sabes, cuando digo que no puedo iniciar sesión aquí, aquí está esto. Oh, está bien. Una vez más, tiendo a ser una persona que piensa bastante en las cosas y que está ansiosa por algunas cosas. Y entonces, una vez que recibía esas explicaciones, me volvía hacia mí mismo, como, solo eres una preocupación o te preocupas por todo. Como, ¿de qué debería preocuparme? Porque no tengo nada de lo que pasó hoy, entraré en mis mentes en las mazmorras de mi cerebro. Y encontraré algo sobre lo que reflexionar y arruinar mi día. Y entonces creo que fue muy fácil decirme a mí mismo, todo está bien, estás buscando un problema, deja de intentar complicar las cosas cuando no es necesario. Él me conocía mejor que nadie. Sabía lo ansiosa que me ponía por ciertas cosas. Y entonces, ya sabes, no sé si alguna vez tuvo un propósito o simplemente fue fácil de encajar. Pero yo era una persona muy fácil de dejar que sus ansiedades se encargaran de gran parte del ocultamiento.",0.009020572528243065,0.02730894275009632,0.0006689262227155268,0.019640792161226273,0.942400336265564,0.0009604464285075665,0.03944915905594826,0.5517435669898987,0.009637827053666115,0.34608110785484314,0.048489779233932495,0.004598515573889017
"By July of 2019, Carrie Jo, and the kids relocate again, this time, from the South to the Midwest for Joe’s job. After the cross country move, the family is finally getting settled into their new place.","En julio de 2019, Carrie Jo y los niños se mudaron nuevamente, esta vez, del sur al medio oeste por el trabajo de Joe. Después de la mudanza a campo traviesa, la familia finalmente se está instalando en su nuevo lugar.",0.002694925991818309,0.9928977489471436,0.0008440177189186215,0.001958673819899559,0.0011774630984291434,0.00042713730363175273,0.01721182093024254,0.8573019504547119,0.004893041215837002,0.10104761272668839,0.01818719506263733,0.0013583146501332521
"Kids started back to school at the end of August. And Joe was working at an office in this city, but also work from home Sundays, which was lovely, because we could go grab lunch together before the kids got off the bus and I was getting the house in order. At the time, I believed that we were renting a home that had been flipped by a company and they had said, Hey, we weren’t prepared to buy when we moved there, but it was kind of a rent to own situation. So they were gonna give us permission to make changes in the house and do what we wanted. Or so I thought,","Los niños volvieron a la escuela a finales de agosto. Y Joe estaba trabajando en una oficina en esta ciudad, pero también trabajaba desde casa los domingos, lo cual era encantador, porque podíamos ir a almorzar juntos antes de que los niños bajaran del autobús y yo estuviera poniendo la casa en orden. En ese momento, creía que estábamos alquilando una casa que una empresa había cambiado y que habían dicho: Oye, no estábamos preparados para comprar cuando nos mudamos allí, pero era una especie de situación de alquiler con opción a compra. Entonces nos iban a dar permiso para hacer cambios en la casa y hacer lo que quisiéramos. O eso pensé,",0.0022293999791145325,0.01693309098482132,0.9729970097541809,0.005192779935896397,0.0017285931389778852,0.0009191487915813923,0.020934607833623886,0.7660161852836609,0.009316571056842804,0.15821899473667145,0.04169240966439247,0.0038212421350181103
"since they were permitted to make renovations, Carrie and Joe decided to remodel the walk in closet and the primary bedroom. Joe tells Carrie, he’s made an appointment for the contractors to stop by in October, the day of their anniversary.","Como se les permitió hacer renovaciones, Carrie y Joe decidieron remodelar el vestidor y el dormitorio principal. Joe le dice a Carrie que ha concertado una cita para que los contratistas pasen por aquí en octubre, el día de su aniversario.",0.02951962687075138,0.8646777272224426,0.002976506482809782,0.0887279212474823,0.012842698954045773,0.0012556095607578754,0.011404957622289658,0.9031771421432495,0.004673388786613941,0.06478327512741089,0.014086212031543255,0.0018750526942312717
"Took down the existing closet, took everything out all the clothes, all of the hardware, everything and put it into the spare room. And he said we should go to breakfast for our anniversary because there’ll be here to do the closet and the afternoon. I said perfect. So we get the kids off to school, go to breakfast, come home, he goes to his office and comes back a little bit later and says bad news. They went to pick up all the stuff for the closet and they they cut it in the wrong color. So they’re not gonna be able to install today. Like, well, that sucks, you know, all of our stuffs laying out what are we going to do? And well, they’re going to talk about when they can get back out here. They’re going to give us a big discount since this is a big inconvenience. There going to be in touch with me. Okay. So the next day, well, they’ve got a couple of really big projects they’re working on this week. It might be next week before they can get it done. But they’re they’re gonna give us a really big discount. Next day. Have you heard from them? Yeah, they’re not able to do it this week. It’ll be sometime next week.","Quitó el armario existente, sacó toda la ropa, todo el hardware, todo y lo puso en la habitación de invitados. Y dijo que vayamos a desayunar por nuestro aniversario porque aquí estarán para hacer el closet y la tarde. Dije perfecto. Entonces llevamos a los niños a la escuela, vamos a desayunar, volvemos a casa, él va a su oficina y regresa un poco más tarde y dice malas noticias. Fueron a recoger todas las cosas para el armario y las cortaron del color equivocado. Entonces no podrán instalarlo hoy. Como, bueno, eso apesta, ya sabes, todas nuestras cosas exponiendo qué vamos a hacer. Y bueno, van a hablar de cuándo podrán volver a salir aquí. Nos van a hacer un gran descuento ya que esto es un gran inconveniente. Habrá contacto conmigo. Bueno. Entonces, al día siguiente, bueno, tienen un par de proyectos realmente grandes en los que están trabajando esta semana. Podría ser la próxima semana antes de que puedan hacerlo. Pero nos van a dar un descuento realmente grande. Día siguiente. ¿Has tenido noticias de ellos? Sí, no pueden hacerlo esta semana. Será en algún momento de la próxima semana.",0.01669037900865078,0.9123737812042236,0.0014950596960261464,0.06318183243274689,0.005148033611476421,0.0011109624756500125,0.02513597346842289,0.7853207588195801,0.00673045264557004,0.14603358507156372,0.03367001190781593,0.0031092411372810602
