English,Spanish,Spanish_NEU,Spanish_NEG,Spanish_POS,English_NEU,English_NEG,English_POS
"At what point like when, when Rick leaves. Do you start to connect? I mean, you use this amazing phrase, which was arguing with reality. But what is the moment where you’re like, Oh, my God, where the floor drops out from underneath you. And you’re thinking, Rick’s leaving didn’t just impact my mom. This is now my issue, my problem.","En qué momento, cuando, cuando Rick se vaya. ¿Empiezas a conectarte? Quiero decir, usas esta frase asombrosa, que estaba discutiendo con la realidad. Pero, ¿cuál es el momento en el que piensas, Dios mío, en el que el suelo se cae debajo de ti? Y estás pensando, la partida de Rick no solo afectó a mi mamá. Este es ahora mi problema, mi problema.",0.927562892,0.069201909,0.003235151,0.374671966,0.597337246,0.027990717
"I think like the first time my, my phone rang when I was sitting at my desk at work, and it was her mortgage company calling to tell me that the payment was late. I think that was the day where I was like, oh, fuck, you know, and I think it’s funny. Like, I swear, I told the people like, please don’t call me again. I remember just being like, don’t bug me while I’m at work. Like, don’t call me again. Like, oh, that’s so cute. No, they can call you whenever the hell they want they own you, yeah so it was. I think that moment was when I was like, oh shit, this is really real. I think until that first payment had been missed. It kind of felt like there was still some runway, but it was gone. It was gone.","Creo que, como la primera vez, mi teléfono sonó cuando estaba sentada en mi escritorio en el trabajo y era su compañía hipotecaria llamando para decirme que el pago estaba atrasado. Creo que ese fue el día en el que pensé, oh, joder, ya sabes, y creo que es gracioso. Lo juro, le dije a la gente que por favor no me vuelvan a llamar. Recuerdo haber dicho: no me molestes mientras estoy en el trabajo. Como, no me llames más. Como, oh, eso es tan lindo. No, pueden llamarte cuando quieran, son dueños de ti, sí, así fue. Creo que ese momento fue cuando pensé, oh mierda, esto es realmente real. Creo que hasta ese primer pago se había incumplido. Parecía como si todavía hubiera alguna pista de aterrizaje, pero ya no estaba. Se ha ido.",0.08503665,0.541865945,0.37309745,0.207769021,0.591912925,0.200318009
And then it must just felt like quicksand.,Y luego debió sentirse como arenas movedizas.,0.168321729,0.708904088,0.122774132,0.108961552,0.85859257,0.032445908
"It did, it felt like quicksand and ice water and lava and all the shitty things that you can possibly dream up as like torture devices for, you know, to suck you under, it was, I think three or four months later, I got a phone call in the middle of nowhere from a number I did not recognize. And I answered the phone and it was Alyssa? And I was like, yeah, and he goes, I’m real sorry. And I was like, who is this? And he’s like, it’s Rick. And I was like, you better be sorry. Like, you’re, you’re fucking up my life. Like, why would you leave? What did you do? Where are you? Like, when are you coming back. And he was like, I’m not coming back. I can’t deal with your mom anymore. And then he hung up.","Lo hizo, se sintió como arenas movedizas, agua helada, lava y todas esas cosas de mierda que puedas imaginar como dispositivos de tortura para, ya sabes, succionarte, fue, creo, tres o cuatro meses después, lo conseguí. una llamada telefónica en medio de la nada de un número que no reconocí. ¿Y contesté el teléfono y era Alyssa? Y yo dije, sí, y él dijo: Lo siento mucho. Y yo estaba como, ¿quién es este? Y él dice, es Rick. Y yo dije, será mejor que te arrepientas. Como si estuvieras jodiendo mi vida. ¿Por qué te irías? ¿Qué hiciste? ¿Dónde estás? Como, ¿cuándo volverás? Y él dijo, no voy a volver. Ya no puedo lidiar con tu mamá. Y luego colgó.",0.878662527,0.116563678,0.004773764,0.921873391,0.075174116,0.002952413
"We’re back, Rick’s phone call is the final nail in the coffin. He’s not coming back. And Alyssa’s mom can’t make the mortgage payments. So everything has fallen squarely on Alyssa’s shoulders.","Estamos de vuelta, la llamada telefónica de Rick es el último clavo en el ataúd. Él no va a volver. Y la mamá de Alyssa no puede hacer los pagos de la hipoteca. Así que todo ha recaído directamente sobre los hombros de Alyssa.",0.924386322,0.07251022,0.003103398,0.958000958,0.039750658,0.002248397
"I’ve started doing a ton of research to try and figure out like, what are my options? What can I do to get out from under the situation. And I had a friend from high school who became a realtor and I reached out to her and I was like, hey, so there’s this problem. And I explained to her what was happening. And she really kindly and compassionately explained to me like, what a big fucking deal this was, and how this was not going to end well. And she really carefully gave me a picture of what was to come. And she said, but I’ll do it, I’ll take it on, I’ll figure it out, we’ll do a short sale, we’ll make something work. And so she did. I was like, Oh, thank God, like there’s there’s an end in sight, there’s relief.","Comencé a investigar mucho para tratar de descubrir cuáles son mis opciones. ¿Qué puedo hacer para salir de esta situación? Y tenía una amiga de la escuela secundaria que se convirtió en agente de bienes raíces y me acerqué a ella y le dije, oye, entonces existe este problema. Y le expliqué lo que estaba pasando. Y ella, muy amable y compasivamente, me explicó qué gran problema era esto y que no iba a terminar bien. Y ella, con mucho cuidado, me dio una imagen de lo que estaba por venir. Y ella dijo, pero lo haré, lo haré, lo resolveré, haremos una venta corta, haremos que algo funcione. Y así lo hizo. Pensé: Oh, gracias a Dios, hay un final a la vista, hay alivio.",0.091662481,0.775283396,0.133054182,0.205395132,0.784629107,0.00997573
"Okay, let me attempt to explain what a short sale is, with the caveat that I am not a realtor, just a lady with a podcast and a lot of feelings who will give this her best shot. So a short sale is when a homeowner who finds themselves in dire straits like Alyssa and her mom decides to sell their home for less than what they owe on the mortgage, the mortgage lender benefits by getting all of the proceeds from the sale. And in turn, they forgive the difference altogether, or the homeowner has to pay what’s leftover, Alyssa has to do the latter. So she is still stuck paying some money. But it’s a way better deal than a straight up foreclosure. And at this point, Alyssa just wants an out. So it’s the best of some not great options.","Bien, déjame intentar explicar qué es una venta corta, con la salvedad de que no soy una agente de bienes raíces, solo una señora con un podcast y muchos sentimientos que dará lo mejor de sí. Entonces, una venta corta es cuando un propietario que se encuentra en una situación desesperada como Alyssa y su madre decide vender su casa por menos de lo que debe en la hipoteca, el prestamista hipotecario se beneficia al obtener todas las ganancias de la venta. Y a su vez, perdonan la diferencia por completo, o el propietario tiene que pagar lo que sobra, Alyssa tiene que hacer lo segundo. Así que todavía tiene que pagar algo de dinero. Pero es un trato mucho mejor que una ejecución hipotecaria directa. Y en este punto, Alyssa sólo quiere salir. Así que es la mejor de algunas opciones que no son excelentes.",0.253456444,0.689864337,0.056679271,0.018228892,0.938130617,0.043640461
"We ended up selling the house for I think like $73,000, or something like that it was very low. Considering what the house was worth, I think the house was worth like, over 200 at the time, because they put so much into it and it had appreciated and it was such a good area. I mean, my God, if we had that house to this day, it would probably be worth like close to 600,000 for the location it is and and what it afforded but whatever. So short sale happens, new people take possession of the home, they move in. And I get a notification from the mortgage company as we’re finishing up all the paperwork, that there’s a big discrepancy in the value, because there had been a home equity line of credit attached to the property. And I was like, what is that? No, there wasn’t like, what are you talking about? And that through that process, I discovered that my mom had stolen my identity, used my social security number, and my date of birth and forged my signature and got a home equity line of credit for $75,000. And that was how they afforded the hardwood floors and the granite countertops and the paint and the new garage door. And like all the beautiful things that they did to the house was through the $75,000 loan that I didn’t know they’d acquired. And so I’m thinking the difference between the short sale and what the loan was for originally is this much not very much money, and then I find out oh no add 75,000 to that it is a lot of money and it ended up being well over $100,000 that the mortgage was shorted when the sale happened. And so the mortgage company filed that judgment against me for I think it was like $110,000 something obscene maybe more maybe like 117 and I mean literally like mental blackhole for these details because it was so fucking traumatizing. And I was so spun up with trying to figure out like, how am I going to save where I live? What am I going to do with my condo like I had no idea. And at that like moment in time hashtag 2008, the rate adjusted on my condo, and the payment almost doubled, and my income didn’t double but the payment doubled. And at that same time the short sale had finally been registered and there was literally nothing I could do to refinance my condo. So I was like, okay, I better figure out how to make that work. So I pulled myself up and found a realtor tried to sell it. Nothing, nothing, nothing. We ended up dropping the price to $53,000. And no offers no offers, no one would take it. And it went into full foreclosure. At the time, like I was making my car payment, I was making my credit card payment, like a cell phone payment utilities. And I, I knew like this is a steep cliff. And I don’t understand what’s on the other side of it. But I also remember just being like kind of disassociated from it, because how do you come back from this? What do you even do? Like, what is the next step? It was so terrifying and traumatic. My mom’s mortgage company filed a judgment against me for all that money than I had a full foreclosure on my credit, and I had no choice but to declare bankruptcy. And when that reality hit, it was like being dunked in ice water with a brick on top of your head, like there’s no way to come out. And I thought for sure my life was completely over. And clearly, like my mom is, is gone from my life again, like I was so furious that this circumstance was what was happening. And it it sucked, because I couldn’t talk about it with anyone. Because everyone would be pithy and judgmental with their shitty comments of well, yeah, that’s why you don’t ever use your credit for anyone else. Well, yeah, and that’s why you should never cosign a loan for anyone. Well, yeah, that’s why I mean, it was just this endless refrain of like, You’re a fucking idiot. Why’d you do that to begin with. And that’s not helpful. I mean, no one fully understood that frame of reference of having this awesome mom, that goes downhill, climbs back up, makes it up, gets better, seems like she’s doing okay. And then boom, right back down again. So, I mean, I thought I was doing the right thing, by pulling them up, and helping them be successful homeowners. And I don’t know, I think like you say things like, I couldn’t have foreseen that this would happen. But like, I really couldn’t, at the time I was in my early 20s, I was young, I didn’t think that this would be what happens to me.","Terminamos vendiendo la casa por unos 73.000 dólares, o algo así, era muy poco. Teniendo en cuenta lo que valía la casa, creo que valía más de 200 en ese momento, porque pusieron mucho en ella y se había apreciado y era una zona muy buena. Quiero decir, Dios mío, si tuviéramos esa casa hasta el día de hoy, probablemente valdría cerca de 600.000 por la ubicación en la que se encuentra y lo que ofrece, pero lo que sea. Entonces ocurre una venta corta, nuevas personas toman posesión de la casa, se mudan. Y recibo una notificación de la compañía hipotecaria mientras terminamos todos los trámites, que hay una gran discrepancia en el valor, porque había habido una Línea de crédito sobre el valor líquido de la vivienda adjunta a la propiedad. Y yo estaba como, ¿qué es eso? No, no había nada como, ¿de qué estás hablando? Y que a través de ese proceso, descubrí que mi mamá había robado mi identidad, usó mi número de seguro social y mi fecha de nacimiento, falsificó mi firma y obtuvo una línea de crédito sobre el valor líquido de la vivienda por $75,000. Y así fue como consiguieron los pisos de madera, las encimeras de granito, la pintura y la nueva puerta del garaje. Y como todas las cosas hermosas que le hicieron a la casa fue a través del préstamo de $75,000 que no sabía que habían adquirido. Entonces estoy pensando que la diferencia entre la venta corta y el propósito original del préstamo es que no es mucho dinero, y luego descubro que, oh no, agregue 75,000 a eso, es mucho dinero y terminó siendo bueno. más de $100,000 que la hipoteca estaba en corto cuando se produjo la venta. Y entonces la compañía hipotecaria presentó esa sentencia en mi contra porque creo que fueron como $110,000 algo obsceno tal vez más tal vez como 117 y quiero decir literalmente como un agujero negro mental para estos detalles porque fue jodidamente traumatizante. Y estaba tan entusiasmado al tratar de descubrir cómo voy a salvar el lugar donde vivo. ¿Qué voy a hacer con mi condominio como si no tuviera idea? Y en ese momento similar al hashtag 2008, la tarifa se ajustó en mi condominio y el pago casi se duplicó, y mis ingresos no se duplicaron, pero el pago se duplicó. Y en ese mismo momento finalmente se había registrado la venta corta y literalmente no había nada que pudiera hacer para refinanciar mi condominio. Entonces pensé, está bien, será mejor que descubra cómo hacer que eso funcione. Así que me levanté y encontré que un agente inmobiliario intentaba venderlo. Nada, nada, nada. Terminamos bajando el precio a 53.000 dólares. Y si no había ofertas, nadie las aceptaría. Y entró en ejecución hipotecaria total. En ese momento, como estaba haciendo el pago de mi auto, estaba haciendo el pago de mi tarjeta de crédito, como el pago de servicios públicos de un teléfono celular. Y yo sabía que esto es un acantilado empinado. Y no entiendo qué hay al otro lado. Pero también recuerdo haber estado como disociado de eso, porque ¿cómo regresas de esto? ¿Qué haces? ¿Cuál es el siguiente paso? Fue tan aterrador y traumático. La compañía hipotecaria de mi madre presentó una sentencia en mi contra por todo ese dinero, por lo que tuve una ejecución hipotecaria total de mi crédito y no tuve más remedio que declararme en quiebra. Y cuando esa realidad llegó, fue como estar sumergido en agua helada con un ladrillo encima de la cabeza, como si no hubiera forma de salir. Y pensé con seguridad que mi vida había terminado por completo. Y claramente, como mi mamá, se fue de mi vida nuevamente, como si estuviera tan furiosa de que esta circunstancia fuera lo que estaba pasando. Y fue una mierda, porque no podía hablar de ello con nadie. Porque todos serían concisos y críticos con sus comentarios de mierda de bueno, sí, es por eso que nunca usas tu crédito para nadie más. Bueno, sí, y es por eso que nunca debes firmar un préstamo para nadie. Bueno, sí, por eso quiero decir que era un estribillo interminable de cosas como: Eres un jodido idiota. ¿Por qué hiciste eso para empezar? Y eso no ayuda. Quiero decir, nadie entendió completamente ese marco de referencia de tener esta madre increíble, que va cuesta abajo, vuelve a subir, se recupera, mejora, parece que le va bien. Y luego boom, de nuevo hacia abajo. Entonces, quiero decir, pensé que estaba haciendo lo correcto al animarlos y ayudarlos a ser propietarios de viviendas exitosos. Y no lo sé, creo que, como dices cosas como, no podría haber previsto que esto sucedería. Pero realmente no podía, cuando tenía poco más de 20 años, era joven, no pensé que esto sería lo que me pasaría.",0.017549004,0.453122526,0.529328465,0.00828175,0.30053699,0.691181302
"Listen, we all make mistakes when we’re young, and not a single one of us can predict the future. And really, more than that, whether young or old, we do what we can, at the time, with what we know, fresh out of college, what Alyssa knew was that she couldn’t let a chance at stability, pass her mom by. But now, for all of her good and true intentions, Alyssa is facing bankruptcy. And if you are someone who is not, say, a former US president, but instead an everyday taxpayer, this is a uniquely devastating experience.","Escuche, todos cometemos errores cuando somos jóvenes y ninguno de nosotros puede predecir el futuro. Y realmente, más que eso, ya sea joven o viejo, hacemos lo que podemos, en ese momento, con lo que sabemos, recién salidos de la universidad, lo que Alyssa sabía era que no podía dejar pasar la oportunidad de estabilidad que le pasaba a su madre. por. Pero ahora, a pesar de todas sus buenas y verdaderas intenciones, Alyssa se enfrenta a la quiebra. Y si usted es alguien que no es, digamos, un ex presidente de Estados Unidos, sino un contribuyente común y corriente, esta es una experiencia singularmente devastadora.",0.931143761,0.063900046,0.004956246,0.625523627,0.362305641,0.012170724
"And then from that moment forward, like everything you had to your name that revolved around your social security number is kind of like it either disappears, or, in some cases, like student loans don’t go away. That was a kindness, such a kindness, to get to keep all of those. So I kept my $55,000 in student loan debt. But other than my car, and my student loans, everything else disappeared. So I didn’t have a credit card to my name. Think about like the economic stability that a credit card affords you, like you have the ability to carry that buffer. And even though it’s gonna suck, and you’ll have to pay it back, you still at least know mentally, you’re secure in the knowledge that you’ve got away to carry yourself through a situation that could come up a car repair, something like that, or, you know, a medical bill, in my case, like needing a different inhaler, or whatever, like, how do you pay for this shit? And I had to recognize, what do you do when you have to live without that? And I felt so precariously at risk at all times? Because I’m constantly thinking, oh, my God, what if I need new tires, I have no way to pay for new tires. I had no savings, you’re not allowed to have savings. Because if you had savings, you needed to put it towards your debts. And so I had no backing for anything. Should anything pop up that I needed to like financially cover. I think my credit score dropped to 200. After the bankruptcy, it might even be lower than that. I mean, it was like, what is that? Is that a thing? How does that work? So I got approved for this unsecured like credit card. And the interest rate, I think I swear to God, it was like 35.8%. So if you use it like Jesus, a third of what you just spend is your next like interest bomb. So it was miserable but slowly, I had to incrementally kind of like find those little bitty footholds that could help me secure a little bit more credit bit by bit at a time. So I would use that ought to like buy gum. And then I would make the payment. And then like, just for the sake of like, I’m making payments, look at my payment history, I’m a good person. And it really was that I’m a good person that kind of pulled me through because I felt like such a shitty person for having to live like this and having to be this burden on society.","Y luego, a partir de ese momento, todo lo que tenía a su nombre y que giraba en torno a su número de seguro social desaparece o, en algunos casos, los préstamos estudiantiles no desaparecen. Fue una amabilidad, una gran amabilidad, poder conservar todo eso. Así que conservé mis 55.000 dólares de deuda por préstamos estudiantiles. Pero aparte de mi coche y mis préstamos estudiantiles, todo lo demás desapareció. Entonces no tenía una tarjeta de crédito a mi nombre. Piense en la estabilidad económica que le brinda una tarjeta de crédito, como si tuviera la capacidad de mantener ese colchón. Y aunque va a apestar, y tendrás que devolverlo, al menos lo sabes mentalmente, estás seguro de saber que tienes la capacidad para superar una situación que podría provocar una reparación de auto. , algo así, o, ya sabes, una factura médica, en mi caso, como necesitar un inhalador diferente, o lo que sea, como, ¿cómo se paga esta mierda? Y tuve que reconocer, ¿qué haces cuando tienes que vivir sin eso? ¿Y me sentí tan precariamente en riesgo en todo momento? Porque estoy constantemente pensando, Dios mío, ¿qué pasa si necesito llantas nuevas? No tengo forma de pagarlas. No tenía ahorros, no se permite tener ahorros. Porque si tenías ahorros, necesitabas destinarlos a tus deudas. Y entonces no tenía respaldo para nada. En caso de que surgiera algo que necesitara cubrir financieramente. Creo que mi puntaje crediticio bajó a 200. Después de la quiebra, podría ser incluso más bajo. Quiero decir, fue como, ¿qué es eso? ¿Es eso una cosa? ¿Cómo funciona? Entonces me aprobaron para esta tarjeta de crédito sin garantía. Y la tasa de interés, creo que lo juro por Dios, fue como del 35,8%. Entonces, si lo usas como Jesús, un tercio de lo que acabas de gastar será tu próxima bomba de intereses. Así que fue miserable, pero poco a poco tuve que encontrar gradualmente esos pequeños puntos de apoyo que pudieran ayudarme a conseguir un poco más de crédito poco a poco. Entonces usaría eso, debería gustarme comprar chicle. Y luego haría el pago. Y luego, simplemente porque estoy haciendo pagos, mire mi historial de pagos, soy una buena persona. Y realmente fue que soy una buena persona lo que me ayudó a salir adelante porque me sentía como una persona de mierda por tener que vivir así y ser una carga para la sociedad.",0.250665009,0.665734053,0.083600909,0.083401136,0.816789806,0.099808998
"When you’re in the deep suck, right, when something is pulling you down, but you still have to get up and go to work and like function in the world, especially if it’s a financial issue, like you can’t lose your job at this point. How are you managing, keeping on with your life?","Cuando estás en un aprieto profundo, cierto, cuando algo te está hundiendo, pero aún tienes que levantarte e ir a trabajar y funcionar en el mundo, especialmente si se trata de una cuestión financiera, como si no pudieras perder tu trabajo en este momento. ¿Cómo te las arreglas para seguir con tu vida?",0.893873334,0.098272964,0.007853679,0.239171103,0.717051506,0.043777395
"I remember just an intense feeling of isolation, and feeling like completely alone, completely terrified. Feeling like showing up to work every day, I had to kind of turn that part of my brain off. Because I could feel like I could feel myself in meetings just like vibrating with anxiety and in fear and stress and like, waiting for my phone to ring, knowing it was going to be the mortgage company again, and just thinking, what do I do next? What do I do next? And there was this like, you know, survival instinct that kind of kicks in at the end of the day where it’s like, you just have to put one foot in front of the other. But it wasn’t cognizant of that. Because it didn’t feel like there was any other choice. Like, I just felt like it was existing just to exist, it didn’t feel like I had, you know, a purpose, or a thing that was within my control and my power to do or to fix about it.","Recuerdo simplemente una intensa sensación de aislamiento y sentirme completamente solo, completamente aterrorizado. Al sentir ganas de ir a trabajar todos los días, tuve que apagar esa parte de mi cerebro. Porque podía sentirme en las reuniones como si vibrara de ansiedad, de miedo y de estrés, esperando a que sonara mi teléfono, sabiendo que iba a ser la compañía hipotecaria otra vez, y simplemente pensando, ¿qué hago? ¿próximo? ¿Que hago después? Y había algo así como, ya sabes, un instinto de supervivencia que se activa al final del día, cuando es como si solo tuvieras que poner un pie delante del otro. Pero no era consciente de ello. Porque no parecía que hubiera otra opción. Simplemente sentí que existía solo para existir, no sentía que tuviera, ya sabes, un propósito o algo que estuviera bajo mi control y mi poder para hacerlo o arreglarlo.",0.84813267,0.14396514,0.007902186,0.821618974,0.171868458,0.006512582
"Do you remember like conversations with your mom at this time? Like, what? How were you talking to her? Were you just like, you are ruining my life? Like, were you keeping it at bay? Like what was what how?",¿Recuerdas conversaciones similares con tu mamá en este momento? ¿Cómo qué? ¿Cómo hablabas con ella? ¿Estabas como si estuvieras arruinando mi vida? ¿Lo mantenías a raya? ¿Cómo qué fue qué cómo?,0.872149825,0.120874733,0.006975468,0.492307395,0.502468288,0.005224317
"Though, I was very clear that she was ruining my life. Yeah, I was like, abundantly clear with her that this is like the last straw like this is going to be it like you figure out how to fix this or like we’re done. And she just went straight back to that victim mode that my dad had warned me about, you know, things that happen to her when she was younger, are really bad. And you know, she can’t help the way she is. And he was, you know, he kind of would make excuses for her even then, about, you know, she’s not doing this to hurt you. She’s not doing this on purpose. She doesn’t know any better. She doesn’t have any, you know, skills to pull herself out of the slump. And I’m like, Oh, my God, where are you making excuses for her. But I think he was given visibility to like some of the past trauma that I was oblivious to. And so I’m hearing about it second and third hand and it it’s not registering with me because I’m an adult, I’m making choices. I’m doing things I’m taking care of myself, I went to school, I got student loans, I did this all on my own, I have not a penny of help from my family to make that work. And so I just remember thinking, if I can do it, like, what’s your excuse? Like you’re an adult, you could get your shit together. If you choose to you’re at this point, you’re choosing not to get your shit together. And I don’t respect that. And it was really, really hard for me to just not be a complete see you next Tuesday. Every time I talk to her because yeah, I just, I was so angry. And so mad.","Sin embargo, tenía muy claro que ella estaba arruinando mi vida. Sí, le dije muy claramente que esto es como el colmo, que será como si descubrieras cómo solucionarlo o como si hubiéramos terminado. Y ella simplemente volvió a ese modo de víctima del que mi papá me había advertido, ya sabes, las cosas que le suceden cuando era más joven son realmente malas. Y sabes, ella no puede evitar ser como es. Y él, ya sabes, le ponía excusas incluso entonces, ya sabes, que ella no está haciendo esto para lastimarte. Ella no está haciendo esto a propósito. Ella no sabe nada mejor. Ella no tiene ninguna habilidad para salir de la depresión. Y yo digo, Dios mío, ¿dónde le pones excusas? Pero creo que se le dio visibilidad para que le gustaran algunos de los traumas pasados ​​que yo no conocía. Entonces escucho sobre esto de segunda y tercera mano y no lo registro porque soy un adulto, estoy tomando decisiones. Estoy haciendo cosas, me estoy cuidando, fui a la escuela, obtuve préstamos estudiantiles, hice todo esto por mi cuenta, no tengo ni un centavo de ayuda de mi familia para que eso funcione. Y entonces recuerdo haber pensado, si puedo hacerlo, ¿cuál es tu excusa? Como si fueras un adulto, podrías arreglar tus cosas. Si eliges estar en este punto, estás eligiendo no arreglar tus cosas. Y no respeto eso. Y fue muy, muy difícil para mí no poder decir hasta el próximo martes. Cada vez que hablo con ella porque sí, estaba muy enojada. Y tan enojado.",0.941992164,0.054057546,0.003950332,0.95184648,0.045926932,0.002226575
"This is interesting, Alyssa, like, now I’m going to arm share you. The whole crux of your mom’s spiral downward was this bitterness that took hold, right? Because something happened out of her control. And here, you’re telling me this thing happens out of your control. And now you have to it’s like, literally, I did not do anything. They left the floor waxed and didn’t put up a sign. I co signed this thing, Rick leaves and now I’m fucked, right? Like, how do you not let bitterness start to color your heart and soul? I mean, it’s such a weird parallel story in a way.","Esto es interesante, Alyssa, ahora te voy a compartir el brazo. El quid de la espiral descendente de tu madre fue esta amargura que se apoderó de ella, ¿verdad? Porque algo pasó fuera de su control. Y aquí me estás diciendo que esto sucede fuera de tu control. Y ahora tienes que decir que, literalmente, no hice nada. Dejaron el piso encerado y no pusieron ningún cartel. Yo firmé esto, Rick se va y ahora estoy jodido, ¿verdad? ¿Cómo no dejar que la amargura comience a colorear tu corazón y tu alma? Quiero decir, en cierto modo es una historia paralela muy extraña.",0.965871751,0.031595141,0.002533052,0.758908689,0.231927261,0.00916403
"Those parallels ate me alive, and I saw them objectively, I could see them. And I was like, curious, like, what a bizarre similarity to share with her, this person who I resent so much. And I remember thinking, I can’t do this to another human being I can’t do this. I can’t be like this to someone. And being so worried that because those parallels were so stark, that I would repeat exactly what she did to me if I had kids myself. And I knew like I can’t do it was never a conscious thought, like, I want to have a family or I don’t want to have a family, it was more just like that’s a thing that you do. And it’s what comes next and it’s like phased and I was confident that if I had kids, I would be just like she was was to me, and I wanted nothing to do with that. I couldn’t hold space for the idea that I would inflict on someone else what she had inflicted on me. And I didn’t have faith in my own ability to not fall right down that hole.","Esos paralelos me devoraron vivo y los vi objetivamente, pude verlos. Y sentí curiosidad, qué extraño parecido compartir con ella, esta persona a la que resiento tanto. Y recuerdo haber pensado: no puedo hacerle esto a otro ser humano. No puedo hacerle esto. No puedo ser así con alguien. Y estar tan preocupada porque esos paralelos eran tan marcados que repetiría exactamente lo que ella me hizo si yo tuviera hijos. Y supe que no podía hacerlo, nunca fue un pensamiento consciente, como, quiero tener una familia o no quiero tener una familia, fue más bien algo que uno hace. Y es lo que viene después y es como por etapas y estaba seguro de que si tuviera hijos, sería como ella para mí, y no quería tener nada que ver con eso. No podía dejar espacio para la idea de que le infligiría a otra persona lo que ella me había infligido a mí. Y no tenía fe en mi propia capacidad para no caer en ese agujero.",0.502104402,0.438875109,0.059020475,0.912310481,0.084441513,0.003248023
Wow.,Guau.,0.111216746,0.391562104,0.497221202,0.004321187,0.049857851,0.945820928
"So I made the choice. And now it’s too late. And I kind of think about that sometimes about how, you know, are you really destined to repeat the same shit that happened to you? And it’s like, I watched it. I was a part of it. I watched it, I participated. So I don’t know, it keeps me up at night, sometimes.","Entonces tomé la decisión. Y ahora es demasiado tarde. Y a veces pienso en eso, en cómo, ya sabes, ¿estás realmente destinado a repetir la misma mierda que te pasó? Y es como si lo vi. Yo era parte de eso. Lo vi, participé. Así que no lo sé, a veces me mantiene despierto por la noche.",0.533907533,0.439946234,0.026146229,0.870328486,0.125769526,0.003901965
"I know, it’s big stuff. Did you recognize what you were sensing what you were feeling as bitterness, and resentment? Like, could you identify like, this feeling that that I’m having towards her is potentially disruptive? I mean, how did you not allow that to crystallize into the same bitterness that really destroyed your mom?","Lo sé, es algo importante. ¿Reconociste lo que sentías como amargura y resentimiento? ¿Podrías identificar que este sentimiento que tengo hacia ella es potencialmente perturbador? Quiero decir, ¿cómo no permitiste que eso cristalizara en la misma amargura que realmente destruyó a tu madre?",0.915176451,0.078817897,0.00600556,0.621378899,0.372677922,0.005943174
"I think it did for a long time. I think it kind of took root and it. It was like, omnipresent, like, you know, bitterness and anxiety and frustration and fear. And it instilled in me this like chronic fear of like economic instability, and this chronic fear of, you know, if you miss a payment, then everything falls to shit in two seconds, so I’m like, hyper vigilant about financial things that most people don’t think twice about and aren’t concerned with and that has, you know, colored and peppered in my life in terms of like jobs where I’m miserable, like, I’ll stay, I’ll tough it out. I’ll try to be I’ll try to be a hero. I hate this place but I have to have a job, I have to have an income. I was that person. I was that bitter, I was like, I felt myself becoming like her. And I couldn’t handle it, I couldn’t take it, I mean, I had to get to a point where it was like you made choices. You signed that paperwork, you didn’t research in advance. And there’s this really fine line between like, holding yourself accountable and having compassion for the fact that you didn’t know any better, I didn’t know. So I’m like a chronic shudder. I’ll always like should myself to death. And that’s one of the things we’re working on, currently in therapy is don’t say that anymore. That’s looking in the past. And it’s thinking of things and wishing you could do them differently. It’s arguing with reality again, you can’t fix that part. You can only be where you are, which is right here right now. And that’s what you have to do is focus on that.","Creo que así fue durante mucho tiempo. Creo que en cierto modo echó raíces. Era omnipresente, ya sabes, amargura, ansiedad, frustración y miedo. Y me inculcó este miedo crónico a la inestabilidad económica, y este miedo crónico a, ya sabes, si no realizas un pago, entonces todo se viene abajo en dos segundos, así que estoy muy atento a las cosas financieras que la mayoría de las personas no lo piensan dos veces y no les preocupa, y eso, ya sabes, ha coloreado y salpicado mi vida en términos de trabajos en los que me siento miserable, como, me quedaré, lo soportaré. afuera. Intentaré ser, intentaré ser un héroe. Odio este lugar pero tengo que tener un trabajo, tengo que tener un ingreso. Yo era esa persona. Estaba así de amargada, sentí que me volvía como ella. Y no podía soportarlo, no podía soportarlo, quiero decir, tenía que llegar a un punto en el que era como si tomaras decisiones. Firmaste ese papeleo, no investigaste con anticipación. Y existe una línea muy fina entre hacerse responsable y tener compasión por el hecho de que no sabía nada mejor, yo no lo sabía. Entonces soy como un escalofrío crónico. Siempre me gustaré hasta la muerte. Y esa es una de las cosas en las que estamos trabajando, actualmente en terapia, es no decir más eso. Eso es mirar al pasado. Y es pensar en las cosas y desear poder hacerlas de manera diferente. Es volver a discutir con la realidad, no puedes arreglar esa parte. Sólo puedes estar donde estás, que es aquí y ahora. Y eso es lo que tienes que hacer, concentrarte en eso.",0.921902359,0.073113613,0.004984092,0.860669136,0.135624692,0.003706229
"We’re back, the bankruptcy and everything else left Alyssa with a deep sense of unease around all things related to money. And therapy has helped with that. But so has meeting the person who has become her rock through it all. Here’s what I need to know. Where did you meet this wonderful husband? What is the love story? Give me the story.","Estamos de regreso, la quiebra y todo lo demás dejó a Alyssa con una profunda sensación de inquietud en torno a todo lo relacionado con el dinero. Y la terapia ha ayudado con eso. Pero también lo ha sido conocer a la persona que se ha convertido en su apoyo a través de todo esto. Esto es lo que necesito saber. ¿Dónde conociste a este maravilloso marido? ¿Cuál es la historia de amor? Cuéntame la historia.",0.015167959,0.204014704,0.78081733,0.119362354,0.821402252,0.05923542
