Idiom,Meaning,Idiom_NEU,Idiom_NEG,Idiom_POS,Meaning_NEU,Meaning_NEG,Meaning_POS
a veces,sometimes; at times,0.4226866364479065,0.48595625162124634,0.09135715663433075,0.07291863113641739,0.9092345833778381,0.017846805974841118
a ver,now then; let's see; hm-m,0.21411579847335815,0.6533699035644531,0.13251426815986633,0.009630612097680569,0.9615718126296997,0.02879759483039379
a verga,by hook or by crook,0.34545475244522095,0.5204417109489441,0.13410352170467377,0.10503246635198593,0.8783217668533325,0.01664571650326252
a(l) fin de cuentas,when all’s said and done; when it comes down to it (lit.: at  (the) end of accounts),0.19913949072360992,0.7583716511726379,0.04248882457613945,0.007179998327046633,0.9713760018348694,0.021443940699100494
ahora mismo,right now; this minute,0.15857359766960144,0.7024036049842834,0.13902276754379272,0.011991942301392555,0.9394441843032837,0.048563890159130096
al azar,at random; randomly (lit.: to chance),0.17803986370563507,0.69759202003479,0.12436811625957489,0.006620341911911964,0.9710094332695007,0.022370200604200363
al cabo de,"after, since (lit.: at the finish of)",0.10421587526798248,0.7386338114738464,0.15715037286281586,0.0074945357628166676,0.9752556681632996,0.01724977232515812
al fin y al cabo,in the end; ultimately (lit.: at (the) end and at (the)  finish),0.11414073407649994,0.6948212385177612,0.19103801250457764,0.008748295716941357,0.9732312560081482,0.018020471557974815
al final,"in the end, finally (lit.: at (the) end)",0.200307697057724,0.6780497431755066,0.1216425895690918,0.004181448835879564,0.9450823068618774,0.050736263394355774
al menos,"at least, at a minimum (lit.: at the least)",0.1839916855096817,0.679931640625,0.13607661426067352,0.013401354663074017,0.9723684191703796,0.014230162836611271
al oro,good; well done (used in Venezuela),0.2737595736980438,0.5779706239700317,0.14826974272727966,0.0014756224118173122,0.025288531556725502,0.9732358455657959
al parecer,apparently; apparent; by appearances,0.16164806485176086,0.7527322769165039,0.08561963587999344,0.05011375620961189,0.9286802411079407,0.02120598778128624
al pelo,just what is wanted or needed,0.2812691628932953,0.5839150547981262,0.1348157823085785,0.018633753061294556,0.9488986730575562,0.03246751427650452
al poco rato,after a little while,0.08978170901536942,0.7007440328598022,0.20947428047657013,0.01706726662814617,0.9606497883796692,0.0222829207777977
al rape,closely-cropped; close cut (lit.: to the monkfish),0.18136022984981537,0.7088231444358826,0.10981661826372147,0.011175558902323246,0.9653077125549316,0.023516688495874405
al revés,backwards; the other way around; the opposite,0.2163931131362915,0.6914054751396179,0.09220146387815475,0.2481769621372223,0.7310821413993835,0.02074095420539379
alcornoque,blockhead; dunderhead; nincompoop (lit.: cork oak),0.19142545759677887,0.5866854190826416,0.22188907861709595,0.6035050749778748,0.3875373899936676,0.008957525715231895
almas gemelas,soulmates (lit.: twin souls),0.050159040838479996,0.5570836663246155,0.39275726675987244,0.005886745173484087,0.9184498190879822,0.07566340267658234
andar a palos,be fighting or squabbling all the time,0.3633677661418915,0.507318377494812,0.1293138861656189,0.892926812171936,0.10330770164728165,0.0037655497435480356
andar como burro sin  mecate,be wild; be out of control (lit.: to walk like a donkey  wihout a leash),0.8463441133499146,0.1405157446861267,0.013140137307345867,0.0328032448887825,0.838996946811676,0.1281997561454773
"año nuevo, vida nueva","Happy New Year (lit.: new year, new life; used as a greeting  or statement around Jan. 1)",0.023735329508781433,0.48235198855400085,0.49391260743141174,0.0012667215196415782,0.00809950940310955,0.9906338453292847
apalear oro,be rolling in dough; be made of money,0.05133388563990593,0.7223549485206604,0.22631125152111053,0.008220127783715725,0.8221378326416016,0.16964195668697357
apretarse el cinturón,tighten one's belt; economize,0.12970367074012756,0.69438636302948,0.17590992152690887,0.01451762206852436,0.9493923783302307,0.036089956760406494
armar un jaleo,"make a fuss, commotion (lit.: to arm or raise a fuss)",0.074103444814682,0.7352076768875122,0.1906888484954834,0.021794166415929794,0.9554380178451538,0.02276787720620632
armar una bronca,kick up a fuss,0.9034301042556763,0.05827288329601288,0.03829707205295563,0.32472431659698486,0.6512572765350342,0.024018364027142525
armarse la gorda,cause a ruckus; have all hell break loose (lit.: to arm  oneself the fat one),0.16169141232967377,0.5930430889129639,0.24526551365852356,0.8416426181793213,0.1550101339817047,0.0033472366631031036
armarse un lio,raise hell; make a fuss (lit.: to arm or raise a fight),0.19866274297237396,0.6818951368331909,0.11944212764501572,0.9221378564834595,0.07504169642925262,0.0028204366099089384
arrimar el ascua a su  sardina,put one’s own interests first; work things to one’s  advantage (lit.: to bring coals or embers to one’s sardine),0.4596118628978729,0.44747549295425415,0.09291257709264755,0.006951210554689169,0.8166611194610596,0.1763877272605896
así que,"so that, which means that (lit.: thus that)",0.21243217587471008,0.663191020488739,0.12437672913074493,0.009925535880029202,0.9670074582099915,0.023067012429237366
atar corto a alg,keep someone on a short leash; keep someone under tight rein  (lit.: tie someone close),0.35204923152923584,0.5938087701797485,0.054141975939273834,0.02074412629008293,0.9679961204528809,0.011259711347520351
ausente sin culpa ni  presente sin disculpa,the absentee is always in the wrong (lit.: absent without  blame and no present without excuses),0.4131304919719696,0.5264637470245361,0.06040577590465546,0.9237247705459595,0.07326043397188187,0.0030147640500217676
Ave María Purísima,"for heaven’s sake (lit.: hail most pure Mary; n.b.: used in  religious services, and as an exclamation)",0.0534294918179512,0.26314711570739746,0.6834233403205872,0.005050462670624256,0.8644643425941467,0.13048520684242249
bar de ligar,singles' bar; pickup joint (used in Spain),0.15943436324596405,0.6189731955528259,0.22159244120121002,0.005755433347076178,0.9659499526023865,0.02829458750784397
bicho raro,oddball (lit.: rare bug),0.35487061738967896,0.5291503667831421,0.11597897857427597,0.010635754093527794,0.9628188014030457,0.026545457541942596
brillar por su  ausencia,be conspicuous by one’s absence,0.4965013563632965,0.4404626190662384,0.0630360022187233,0.2492874711751938,0.73921138048172,0.011501127853989601
buscar bronca,be spoiling for a fight; be looking for a fight,0.7963727712631226,0.16345278918743134,0.040174372494220734,0.2615049481391907,0.7211529612541199,0.017342042177915573
cada hijo de vecino,"every Tom, Dick, and Harry; everyone",0.8255401253700256,0.12153471261262894,0.052925098687410355,0.006488065235316753,0.9192284941673279,0.07428343594074249
cada muerte de obispo,once in a blue moon; very rarely (lit.: each time a bishop  dies),0.41663745045661926,0.47726085782051086,0.10610171407461166,0.030435778200626373,0.950639009475708,0.018925221636891365
caer en la cuenta,realize,0.2197456955909729,0.7050249576568604,0.07522939145565033,0.03951432928442955,0.857516348361969,0.10296936333179474
caer mal,dislike; not like.,0.6366218328475952,0.29506760835647583,0.06831052899360657,0.9265699982643127,0.06782041490077972,0.005609579849988222
caerle bien a alguien,look good; feel good; seem pleasant (lit.: to fall well to  someone),0.09455328434705734,0.6750240921974182,0.23042267560958862,0.0012755313655361533,0.008975968696177006,0.9897484183311462
caérsele a alg la  baba con/por algo,drool over someone or something; dote on someone; be crazy  about someone or something (lit.: to left fall slobber over someone or  something),0.7830601930618286,0.20423591136932373,0.012703897431492805,0.004848540294915438,0.5350598692893982,0.46009156107902527
caérsele los anillos  a algn,be beneath one; be beneath one’s dignity (lit.: to have  one’s rings fall off),0.5178440809249878,0.4580199718475342,0.024135906249284744,0.792178213596344,0.20424246788024902,0.0035793993156403303
cambiar de idea,change one’s mind (lit.: to change idea),0.15971949696540833,0.6690387725830078,0.17124177515506744,0.015794087201356888,0.964588463306427,0.019617417827248573
cambiar de tema,change a/the subject,0.24563200771808624,0.6250767707824707,0.12929119169712067,0.016906481236219406,0.9480660557746887,0.03502746671438217
camino de,"along the way, on the way (lit.: road/path of)",0.2948416769504547,0.5409753918647766,0.16418296098709106,0.006944018881767988,0.9718418121337891,0.02121419459581375
canta a pelo,sing unaccompanied,0.2515747845172882,0.5776708722114563,0.17075438797473907,0.018862754106521606,0.9333930015563965,0.047744251787662506
carne de gallina,gooseflesh,0.36215344071388245,0.4526653587818146,0.1851811558008194,0.01995187997817993,0.9144878387451172,0.06556030362844467
cerrar algo a cal y  canto,"shut something tight, firmly, securely",0.1194329708814621,0.7552570700645447,0.12530991435050964,0.03651503100991249,0.9440707564353943,0.01941422000527382
chiflar el moño a  algn,be nuts; be crazy,0.10448785126209259,0.8194639086723328,0.07604823261499405,0.7410579323768616,0.2342747449874878,0.024667348712682724
cielos,"heavens; oh my gosh (lit.: heavens; n.b.: used when  surprised, often in place of something vulgar)",0.3066202700138092,0.5238314270973206,0.16954831779003143,0.013219957239925861,0.49020829796791077,0.49657177925109863
cien por cien,100%; with certainty; precisely (lit.: one-hundred by  one-hundred),0.09990716725587845,0.6497732400894165,0.25031962990760803,0.012419783510267735,0.9642274379730225,0.02335279993712902
claro que sí,of course; yes; indeed,0.03275906294584274,0.3281401991844177,0.6391006708145142,0.0032399767078459263,0.1432056874036789,0.8535543084144592
cocerse en un propia  salsa,stew in one's (own) juice,0.046855878084897995,0.4666333794593811,0.4865107536315918,0.012456976808607578,0.9600052237510681,0.027537856251001358
coger el toro por los  cuernos,grab the bull by the horns (n.b.: coger is used only in  Spain),0.7571777105331421,0.2006344497203827,0.04218785837292671,0.02894642762839794,0.9290589690208435,0.04199465736746788
comer a deshora,eat at odd times,0.5346702337265015,0.38239148259162903,0.0829382836818695,0.018672345206141472,0.9625993967056274,0.01872829906642437
como agua para  chocolate,furious; enraged (lit.: like water for chocolate),0.09547512233257294,0.7061365246772766,0.19838841259479523,0.7709295153617859,0.21839027106761932,0.010680241510272026
como de costumbre,as usual (lit.: as of custom),0.3368896245956421,0.553948163986206,0.10916215926408768,0.01787649840116501,0.9724223017692566,0.009701135568320751
como Dios manda,the way it's supposed to be,0.08252889662981033,0.42192110419273376,0.4955499470233917,0.005280683282762766,0.5678466558456421,0.4268726110458374
como perro en barrio  ajeno,out of place; in the wrong neighborhood (lit.: like a dog in  a distant neighborhood; i.e.: people who try to enter other parts of society  may be attacked or ostracized),0.5407540798187256,0.4214656352996826,0.03778032585978508,0.9262452721595764,0.07147766649723053,0.002277014311403036
como quitarle un pelo  al gato,a victimless crime (lit.: like removing a hair from a cat;  i.e.: the quantity in question is so small that it has no significant effect  and goes unnoticed),0.38085681200027466,0.5578157901763916,0.061327386647462845,0.7973926067352295,0.19937483966350555,0.0032324485946446657
como si no fuera poco,as if it were not enough,0.30556005239486694,0.5530269145965576,0.14141298830509186,0.2793996334075928,0.6952134370803833,0.025386905297636986
como siempre,as usual; as always,0.2737387418746948,0.5802926421165466,0.14596860110759735,0.2603115141391754,0.6945551633834839,0.045133307576179504
como un oro,like new (lit.: like a gold [coin]),0.1366218477487564,0.599867045879364,0.26351112127304077,0.0035346655640751123,0.7230480313301086,0.27341729402542114
como un perro,like a dog; like scum; in the gutter (lit.: like a dog),0.20893584191799164,0.5006841421127319,0.29038006067276,0.9714568853378296,0.025065828114748,0.0034772770013660192
como una balsa de  aceite,smoothly; swimmingly; peacefully (lit.: like a pool of oil),0.49991685152053833,0.43427425622940063,0.06580890715122223,0.0022310293279588223,0.25703418254852295,0.7407347559928894
como una rosa,fresh as a daisy; soft as silk (lit.: like a rose),0.10144799202680588,0.5742148160934448,0.3243372142314911,0.0019129769643768668,0.12103642523288727,0.8770505785942078
con anticipación,in advance; ahead of time,0.05633118003606796,0.810254693031311,0.1334141492843628,0.004250645637512207,0.72596675157547,0.2697826027870178
con apuros,with difficulty,0.7349275350570679,0.24368968605995178,0.021382777020335197,0.18596883118152618,0.7901931405067444,0.023838018998503685
con pelos y señales,in minute detail; precisely,0.2248794138431549,0.6472240090370178,0.12789662182331085,0.009659143164753914,0.963351845741272,0.026988936588168144
con permiso,with (your) permission,0.18118269741535187,0.686176598072052,0.13264070451259613,0.005355346482247114,0.9318928718566895,0.06275175511837006
con seguridad,surely; certainly; absolutely,0.1585194170475006,0.6984004378318787,0.14308008551597595,0.003087962744757533,0.23777087032794952,0.7591412663459778
con toda la barba,real; the real deal; honest to goodness; true (lit.: with  all the beard),0.03175404667854309,0.5203741192817688,0.44787177443504333,0.0023093337658792734,0.23628965020179749,0.7614010572433472
con todo respeto,with all due respect.,0.1500132977962494,0.6449434757232666,0.20504319667816162,0.0032346216030418873,0.19606809318065643,0.8006972670555115
consultarlo con la  almohada,sleep on it (lit.: consult about something with the pillow),0.05532488599419594,0.8296034336090088,0.11507172882556915,0.007522616535425186,0.9712872505187988,0.021190054714679718
contar con,count on,0.21760500967502594,0.5968397855758667,0.18555518984794617,0.013841701671481133,0.8611007332801819,0.12505760788917542
correr la bola,spread the word; put out the word,0.2015172392129898,0.5646087527275085,0.23387403786182404,0.005170229356735945,0.7442951202392578,0.25053465366363525
cortar el bacalao,call the shots (lit.: to cut the codfish; n.b.: Spain usage),0.13088780641555786,0.7574102878570557,0.11170198023319244,0.006700247060507536,0.9678348898887634,0.025464925915002823
cortar las alas a  alg.,clip someone’s wings; nip something in the bud (lit.: cut  the wings of someone or something),0.16764956712722778,0.7081635594367981,0.1241869106888771,0.2952186167240143,0.6968235373497009,0.007957815192639828
cortar un pelo en el  aire,be smart,0.1716429442167282,0.7567458748817444,0.07161115854978561,0.009919138625264168,0.40273135900497437,0.5873494148254395
corto de luces,dim; dull; stupid,0.40704914927482605,0.47727617621421814,0.11567473411560059,0.9747985005378723,0.020499814301729202,0.004701650235801935
cuando pueda,when you can; when you have a moment,0.15398231148719788,0.6915971040725708,0.15442058444023132,0.00514143705368042,0.6237625479698181,0.37109604477882385
cuanto antes,as soon as possible (lit.: as much before),0.21415337920188904,0.6548136472702026,0.13103295862674713,0.005590291693806648,0.9640932083129883,0.030316518619656563
cuatro gatos,a handful of people; half a dozen people; a small group of  people (lit.: four cats),0.28235700726509094,0.5460256934165955,0.17161734402179718,0.006738194730132818,0.9532476663589478,0.04001409187912941
dar a algn para el  pelo,be the living daylights out of someone; wipe the floor with  someone,0.04014434665441513,0.904810905456543,0.05504471808671951,0.016708530485630035,0.7625396251678467,0.2207518219947815
dar a entender,let someone know,0.14221705496311188,0.6827840209007263,0.1749989241361618,0.015004550106823444,0.9443795084953308,0.04061596095561981
dar a la luz,give birth (lit.: to give to the light),0.06945245712995529,0.5775600671768188,0.35298752784729004,0.009477399289608002,0.9674884080886841,0.02303427830338478
dar la bienvenida,welcome (lit.: to give the welcome),0.02098667621612549,0.36718037724494934,0.6118329763412476,0.0016340046422556043,0.14089319109916687,0.857472836971283
dar la lata,be a nuisance; annoy (lit.: to give the tin),0.27137044072151184,0.5996098518371582,0.12901973724365234,0.05967582389712334,0.8822110891342163,0.05811315029859543
dar lástima,make someone sad (to) (lit.: to give pain/sadness),0.7215843796730042,0.24100607633590698,0.03740955516695976,0.9372081160545349,0.05989477410912514,0.0028971205465495586
dar luz verde,give a green light to; permit; allow; clear,0.07023702561855316,0.6044214963912964,0.32534143328666687,0.005388213321566582,0.9518134593963623,0.04279831051826477
dar muerte a,kill someone,0.4757923185825348,0.4534968137741089,0.07071086019277573,0.9531608819961548,0.04078638181090355,0.006052702199667692
dar nacimiento a,give rise to,0.14216740429401398,0.6924085021018982,0.16542412340641022,0.02203921414911747,0.922973096370697,0.05498768389225006
dar palo,hate; dislike; be unfortunate,0.36113959550857544,0.5158417224884033,0.12301868200302124,0.9485371112823486,0.047628726810216904,0.0038341230247169733
dar permiso,permit; allow; give permission,0.2519274353981018,0.5687836408615112,0.17928895354270935,0.006220473442226648,0.948638379573822,0.04514121264219284
dar risa,make one laugh; make one smile,0.3735983967781067,0.4675883948802948,0.15881319344043732,0.0015951640671119094,0.08071654289960861,0.9176883697509766
dar un paseo a  caballo,go horseback riding; ride a horse,0.04422112554311752,0.5576951503753662,0.39808377623558044,0.0037719975225627422,0.8965352773666382,0.09969276934862137
dar un patatús a  alguien,make someone have a fit (lit.: to give someone a fit),0.670455276966095,0.3011194169521332,0.028425218537449837,0.05527326092123985,0.9313870072364807,0.013339689932763577
dar un salto,jump; give a start; start (lit.: to give a jump),0.09040015935897827,0.7013648152351379,0.2082350105047226,0.004573803395032883,0.9177942276000977,0.07763194292783737
dar un vergajo,screw; fuck; have sex with; shag,0.7188689708709717,0.22154822945594788,0.05958278849720955,0.9685006141662598,0.028408043086528778,0.0030913392547518015
dar una de cal y otra  de arena,use a carrot-and-stick policy,0.29042690992355347,0.6321951746940613,0.07737790048122406,0.11722307652235031,0.8705524802207947,0.012224440462887287
dar una fiesta,give a party,0.06257915496826172,0.642041027545929,0.2953798174858093,0.009266942739486694,0.8648654818534851,0.12586760520935059
dar una vuelta,go for a ride,0.05755824223160744,0.6596329212188721,0.2828088104724884,0.007370993960648775,0.9137566089630127,0.07887245714664459
dar vida a,portray; play (i.e.: an actor playing a role),0.0625152662396431,0.4766119122505188,0.4608728587627411,0.005941982846707106,0.9679493308067322,0.02610873617231846
darle a alguien mala  espina,make someone feel uneasy (lit.: to give bad thorns to someone),0.8526661396026611,0.13672225177288055,0.010611635632812977,0.7857718467712402,0.2102702111005783,0.003957883920520544
darse cuenta de,be aware; realize (lit.: to give oneself account of).,0.32024097442626953,0.5728328227996826,0.10692618787288666,0.006913451012223959,0.9326571226119995,0.06042943522334099
darse por vencido,give up; give in (lit.: to give oneself as defeated),0.504928469657898,0.43949204683303833,0.05557951331138611,0.22777187824249268,0.7553458213806152,0.016882309690117836
darse prisa,hurry; rush; do (something) fast (lit.: to give one urgency),0.24041618406772614,0.5992419123649597,0.16034191846847534,0.01589120738208294,0.9540591239929199,0.030049646273255348
de abrigo,"a handful; someone to watch out for (lit.: coat, overcoat)",0.08093626797199249,0.705618143081665,0.21344555914402008,0.07230044156312943,0.9163112044334412,0.01138839591294527
de ahí en adelante,from now on; from here onward (lit.: from here in forward),0.08380595594644547,0.7235233187675476,0.19267073273658752,0.005595743656158447,0.9649418592453003,0.029462430626153946
de ahora en adelante,from now on; henceforth; from this moment forward (lit.:  from now in advance),0.047635167837142944,0.7254427075386047,0.2269221693277359,0.004602698143571615,0.9579389095306396,0.03745831921696663
de armas tomar,formidable; tough; redoubtable (lit.: for taking up arms),0.18525393307209015,0.6685453057289124,0.1462007462978363,0.011889726854860783,0.8720468282699585,0.11606349050998688
de buena gana,willingly; with ease; with pleasure (lit.: of good desire),0.013178630731999874,0.16528640687465668,0.8215349316596985,0.0011232562828809023,0.0288801658898592,0.9699965715408325
de buenas a primeras,suddenly; without warning,0.04294133558869362,0.40421828627586365,0.5528404116630554,0.48002922534942627,0.510737955570221,0.009232842363417149
de cal y canto,strong; firm,0.13797393441200256,0.6928751468658447,0.1691509485244751,0.00628243200480938,0.38440486788749695,0.6093127131462097
de costumbre,as usual; normally,0.32772812247276306,0.577579915523529,0.09469190984964371,0.02701479010283947,0.9495427012443542,0.023442458361387253
de cuando en cuando,from time to time; sometimes; once in a while (lit.:  of when in when),0.07784964889287949,0.8182191252708435,0.10393130034208298,0.008022782392799854,0.9689467549324036,0.02303045429289341
de diario,everyday,0.24664326012134552,0.6012918949127197,0.15206487476825714,0.04146059975028038,0.8693709373474121,0.08916844427585602
de golpe,suddenly; abruptly; at once; all at once (lit.: of a blow or  strike),0.3764641284942627,0.519314706325531,0.10422119498252869,0.2965654134750366,0.6950505375862122,0.00838408526033163
de hecho,"in fact, in reality (lit.: of fact).",0.34063705801963806,0.5300551056861877,0.12930776178836823,0.009762573055922985,0.9704034328460693,0.01983392797410488
de inmediato,"right now, immediately (lit.: from immediately)",0.16447234153747559,0.7026862502098083,0.13284137845039368,0.007577049545943737,0.9678605198860168,0.024562375620007515
de medio pelo,second-rate,0.5040885806083679,0.4232141375541687,0.0726972371339798,0.5485870242118835,0.4309558570384979,0.02045714296400547
de miedo,fantastic(ally); wonderful(ly); brilliant(ly) (used in  Spain),0.45808398723602295,0.43012261390686035,0.1117934137582779,0.0013169841840863228,0.047335170209407806,0.9513477683067322
de moda,in fashion; in style,0.26794669032096863,0.5987187623977661,0.13333450257778168,0.0037871634121984243,0.6727147698402405,0.32349804043769836
de modo que,so; so that,0.24446170032024384,0.6818082332611084,0.07373005151748657,0.01613968051970005,0.934015691280365,0.04984462633728981
de mucho cuidado,big; terrible; real (used adverbially),0.10706469416618347,0.5435283780097961,0.3494069278240204,0.9621167182922363,0.03442394733428955,0.003459434024989605
de nada,not at all; you’re welcome; don’t mention it (n.b.: often  said in response to “gracías”),0.24767261743545532,0.5786664485931396,0.17366094887256622,0.010577895678579807,0.21050994098186493,0.7789121270179749
de nuevo,again; once again; anew (lit.: of new),0.2638324499130249,0.5768658518791199,0.15930171310901642,0.007289127912372351,0.9381812810897827,0.05452963337302208
de oro,great; good; very good; wonderful.,0.3505169153213501,0.5029231309890747,0.1465599536895752,0.002805370604619384,0.004864851012825966,0.9923297762870789
de par en par,wide open (lit.: from rafter to rafter),0.11778698861598969,0.7390367388725281,0.14317627251148224,0.005740911699831486,0.9704466462135315,0.023812387138605118
de pelo en pecho,manly; masculine,0.22534435987472534,0.6410184502601624,0.1336371749639511,0.015986604616045952,0.9265998005867004,0.05741356313228607
de perlas,just what someone needs; just right; go/fit perfectly (lit.:  of pearls),0.10447445511817932,0.29932457208633423,0.5962010025978088,0.001622239244170487,0.14804373681545258,0.8503339886665344
de perros,foul; horrible; dirty,0.2643791735172272,0.5902910828590393,0.14532969892024994,0.9807320237159729,0.015286127105355263,0.003981785383075476
de pocas luces,dim; dull; stupid,0.6373007893562317,0.305030882358551,0.057668350636959076,0.9747985005378723,0.020499814301729202,0.004701650235801935
de pronto,suddenly; at once; all at once (lit.: of soon),0.266775906085968,0.5877541303634644,0.14546996355056763,0.012910027988255024,0.9644520282745361,0.022637968882918358
de repente,"abruptly, suddenly (lit.: of soon)",0.19983841478824615,0.6804126501083374,0.11974897235631943,0.3077680766582489,0.6854380965232849,0.0067937979474663734
"de tal palo, tal  astilla","like father, like son (lit.: of such a broom, such a  splinter)",0.4653759300708771,0.43011027574539185,0.10451377183198929,0.0042326911352574825,0.6929033994674683,0.3028639256954193
de todas maneras,in any case; anyway,0.15470926463603973,0.6830523014068604,0.16223841905593872,0.12239913642406464,0.8617346882820129,0.01586621068418026
de todos modos,anyway; at any rate (lit.: to the monkfish),0.30600181221961975,0.5992988348007202,0.09469935297966003,0.0171219389885664,0.9690276980400085,0.01385039184242487
de un modo u otro,one way or another,0.14255771040916443,0.8019120693206787,0.055530209094285965,0.10136719048023224,0.8700346350669861,0.028598161414265633
de un momento a otro,at any moment,0.28070855140686035,0.638310968875885,0.08098050206899643,0.027365734800696373,0.9120546579360962,0.060579605400562286
de una vez,now,0.1854291707277298,0.6840245723724365,0.13054625689983368,0.03879152610898018,0.8694343566894531,0.0917740985751152
de veras,"really, truly (lit.: of fact, truth)",0.40630269050598145,0.5053608417510986,0.08833644539117813,0.005684969946742058,0.9430674910545349,0.05124753713607788
de vez en cuando,sometimes; now and then (lit.: from once in when),0.044875357300043106,0.7534249424934387,0.20169971883296967,0.006877172738313675,0.9626365303993225,0.030486296862363815
decir amén a todo,say yes to everything; agree to everything (lit.: to say  amen to everything),0.08995906263589859,0.5391879081726074,0.3708530366420746,0.0017800424247980118,0.13674180209636688,0.8614781498908997
decir en broma,kid; joke; tease (lit.: to say (as a) joke),0.23698410391807556,0.6640985012054443,0.09891743212938309,0.05406224727630615,0.9275691509246826,0.01836862787604332
dejar a alg en las  astas del toro,leave someone high and dry; leave someone in the lurch  (lit.: to leave someone on the horns of the bull),0.382954478263855,0.5787277221679688,0.03831778094172478,0.3565308749675751,0.6350383758544922,0.008430717512965202
dejar de lado,set aside; put aside (lit.: to leave from (the) side),0.33429378271102905,0.5554255247116089,0.11028075218200684,0.0073235598392784595,0.9748691916465759,0.017807243391871452
dejar en paz,leave alone; leave be; let it be (lit.: to leave in peace),0.08761932700872421,0.5712302923202515,0.3411503732204437,0.008875636383891106,0.8858258724212646,0.10529845207929611
desde hacía rato,for some time,0.19351916015148163,0.6465029120445251,0.15997792780399323,0.017188120633363724,0.9517536163330078,0.03105824999511242
desde luego,of course; certainly (lit.: after then/later),0.27807432413101196,0.548315167427063,0.17361050844192505,0.003907192498445511,0.8650458455085754,0.13104698061943054
día a día,day after day.,0.1143035814166069,0.516567587852478,0.3691288232803345,0.09311515837907791,0.8883791565895081,0.018505705520510674
di que sí,go for it (lit.: say yes),0.09102725982666016,0.4412389099597931,0.467733770608902,0.0017241932218894362,0.06076906993985176,0.9375067353248596
dormir el vino,sleep off a hangover,0.17084579169750214,0.4991643726825714,0.32998985052108765,0.14075392484664917,0.8246734738349915,0.03457261621952057
dormir juntos,sleep together (n.b.: in the sexual sense),0.19020076096057892,0.6279390454292297,0.18186019361019135,0.006233226973563433,0.9542455077171326,0.03952132165431976
echar agua al vino,water down,0.16543656587600708,0.6218506097793579,0.2127128541469574,0.06444454938173294,0.8857297897338867,0.049825627356767654
echar ajos y cebollas,swear; curse; rant and rave (lit.: throw garlic and onions),0.13955897092819214,0.7131022214889526,0.14733880758285522,0.6722437739372253,0.31815361976623535,0.009602596051990986
echar de menos,miss; feel the absence of (lit.: to throw less).,0.6378616690635681,0.25087663531303406,0.11126166582107544,0.6151401400566101,0.3782998025417328,0.006560030393302441
echar el pelo,waste time (used in Cono del Sur),0.1813429445028305,0.6491317749023438,0.16952528059482574,0.9306703209877014,0.06671509891748428,0.0026146722957491875
echar el toro a algn,scold somebody severely (lit.: throw the bull to somebody),0.1974867284297943,0.722165584564209,0.0803476870059967,0.9682769179344177,0.028656939044594765,0.003066085511818528
echar mano a,lay hands on; get one's hands on,0.18368805944919586,0.6576922535896301,0.1586197018623352,0.1406865119934082,0.8471361398696899,0.012177354656159878
echar mano de,make use of; resort to,0.19541975855827332,0.6846749186515808,0.11990533769130707,0.004967033863067627,0.8529998660087585,0.14203312993049622
echar por el atajo,take the easy way out (lit.: throw for the shortcut),0.09293659031391144,0.344102680683136,0.5629608035087585,0.013102902099490166,0.872535228729248,0.11436184495687485
echar un mano,help; assist (lit.: to throw less),0.07836584746837616,0.5600204467773438,0.3616137206554413,0.04174313321709633,0.946895956993103,0.011360907927155495
echar un ojo a,have one’s eye on; covet (lit.: to throw an eye at),0.05847155675292015,0.4193129539489746,0.5222154855728149,0.007826138287782669,0.9433290362358093,0.048844799399375916
echar un vistazo,look around; glance; take a look (lit.: to throw less),0.07681352645158768,0.5607259273529053,0.36246055364608765,0.03637915104627609,0.9301350712776184,0.03348585218191147
echar una bronca,hit hard; come down on,0.9010095596313477,0.06133129820227623,0.03765907138586044,0.03132033720612526,0.9070059657096863,0.061673711985349655
echar una furia,throw a fit,0.09588531404733658,0.6080285906791687,0.2960861027240753,0.8454001545906067,0.14229241013526917,0.012307509779930115
echar una mano a algn,let someone a hand; give someone a hand; help someone (lit.:  throw a hand to someone),0.04212576150894165,0.6985309720039368,0.25934329628944397,0.00430338317528367,0.9028846025466919,0.09281203895807266
echarle los perros a  algn,come down hard on someone (lit.: throw dogs at someone),0.23327244818210602,0.7105024456977844,0.05622517690062523,0.9597436785697937,0.03692569583654404,0.003330557607114315
echarlo todo a rodar,mess it all up; make a mess of everything,0.25340360403060913,0.5162107944488525,0.23038563132286072,0.9475635886192322,0.04787556082010269,0.004560759756714106
echarse un novio/-a,get a boy/girlfriend (used in Spain),0.1202288568019867,0.673065721988678,0.20670536160469055,0.007012615446001291,0.9690515398979187,0.02393592707812786
"el cuatro es nota, el  resto es lugo","four is passing, anything else is a luxury (used in  Argentina)",0.20038481056690216,0.7636675238609314,0.03594771400094032,0.008383579552173615,0.8601187467575073,0.13149774074554443
el pensamiento no  tiene/conoce barreras,you can think whatever you like (lit.: thought does not  have/know barriers),0.31420156359672546,0.612609326839447,0.07318912446498871,0.04454478994011879,0.9293627142906189,0.026092473417520523
"el que se pica, ajos  come","if the shoe fits, wear it",0.3735370337963104,0.5018630623817444,0.12459996342658997,0.006196212023496628,0.5599039196968079,0.433899849653244
el último grito,the latest thing (lit.: the latest cry),0.221554696559906,0.6156576871871948,0.16278766095638275,0.015013816766440868,0.9712188839912415,0.013767254538834095
